order_item_id,order_id,product_id,quantity,unit_price,discount_percentage
oi_dc69dd9b,ord_57a065d2,prod_308881b9,3,1154.3766666666668,14.63
oi_2ad7d645,ord_b2ea2dfc,prod_3cf36411,6,93.455,7.06
oi_70a6091c,ord_c97358e2,prod_fe300255,4,472.375,13.21
oi_80c7040f,ord_c97358e2,prod_aa9c466e,4,170.0175,11.84
oi_cad61ae2,ord_c97358e2,prod_2a053ba0,1,102.33,13.34
oi_a399e4fa,ord_4be4108f,prod_81feaa25,4,609.11,9.67
oi_13340d0d,ord_f7cb4ece,prod_770c0c43,7,269.33142857142855,11.54
oi_1ecc5800,ord_26ebd3ce,prod_4e0ad55a,2,348.11,11.74
oi_3ea9f5c8,ord_49a40f4c,prod_aa9c466e,1,174.85,9.34
oi_e8be7e9f,ord_60d6e43e,prod_cb6fc0eb,1,569.81,8.68
oi_4f3879d4,ord_d25778d4,prod_2af333ea,5,392.29,12.0
oi_c633e073,ord_f245b05b,prod_e1bddf73,6,471.76,15.93
oi_82e49319,ord_f245b05b,prod_761255b4,5,329.854,12.56
oi_3181d47d,ord_3781ac6a,prod_b572f27a,7,207.06714285714287,11.84
oi_5d144258,ord_763201cb,prod_de12acd0,7,278.3671428571428,17.07
oi_c474c4f4,ord_572ff3f8,prod_704502ed,7,514.7485714285714,8.7
oi_1f6bca02,ord_572ff3f8,prod_2a053ba0,1,105.55,10.61
oi_7546f4ba,ord_572ff3f8,prod_53e1d316,1,228.51,11.68
oi_38f79826,ord_cc19c970,prod_cb6fc0eb,2,545.25,12.62
oi_9d02fd51,ord_1e8c5495,prod_be2be7f1,1,116.66,8.01
oi_f6c5060c,ord_1e8c5495,prod_2a053ba0,1,101.45,14.08
oi_0c5c9b08,ord_b03a0229,prod_770c0c43,6,262.04833333333335,13.93
oi_7b0e1021,ord_ca16b273,prod_f009ca00,3,791.21,12.52
oi_a5a50c3a,ord_be8b153e,prod_4f0226fb,9,110.35444444444445,12.67
oi_ddd011a5,ord_be8b153e,prod_2a053ba0,1,101.31,14.21
oi_c238fe45,ord_d2fd8c2b,prod_c5ca2c8c,5,383.666,11.37
oi_354e99cc,ord_75810abe,prod_aa9c466e,2,162.1,15.95
oi_27cf9573,ord_204b54c3,prod_86baf995,10,44.364,16.42
oi_ef6ffffb,ord_6c11b943,prod_aa9c466e,6,157.02666666666667,18.58
oi_ac756ce4,ord_36a4b579,prod_ad64d881,3,2202.6366666666668,12.93
oi_47089444,ord_c57592d9,prod_bcde7343,9,93.98333333333333,9.53
oi_d7388ef6,ord_c7ab1ee4,prod_7a535b91,1,860.34,8.59
oi_de56f780,ord_3c83bb0b,prod_64c08afc,1,206.58,13.65
oi_65a62186,ord_ab90525e,prod_b572f27a,1,203.18,13.5
oi_6b792a49,ord_8f705246,prod_09b423f4,3,160.18666666666667,17.47
oi_a15e91c4,ord_444eb549,prod_53e1d316,7,226.03428571428572,12.63
oi_fb6517cc,ord_93eaf3a8,prod_3cf36411,3,90.54,9.96
oi_05a7ff6b,ord_bcfa52c1,prod_de12acd0,5,302.174,9.98
oi_eba01c4d,ord_fb27e606,prod_fe300255,2,483.26,11.21
oi_12c5e014,ord_fb27e606,prod_971152aa,2,424.62,6.09
oi_9f828b26,ord_19ce2b63,prod_2af333ea,3,392.25666666666666,12.01
oi_e8e2ad1e,ord_a239a6d3,prod_c5ca2c8c,5,384.848,11.1
oi_0c2cc6ee,ord_2b45984d,prod_039421d7,4,205.4925,7.18
oi_3aef86ee,ord_f3796992,prod_81feaa25,10,608.183,9.81
oi_3e8349d2,ord_f3796992,prod_b572f27a,1,204.66,12.87
oi_a2324c13,ord_f3796992,prod_2a053ba0,1,109.76,7.04
oi_167bcf68,ord_898e6dff,prod_bfb5489d,8,141.11125,11.51
oi_e5e1b157,ord_46abad4c,prod_ff879477,8,450.4575,11.41
oi_65fa3dd1,ord_a587fd82,prod_7afc80e5,3,461.95666666666665,7.62
oi_3ea6bf6d,ord_d4ec2fd4,prod_53e1d316,9,233.6788888888889,9.68
oi_62a0c342,ord_044c341d,prod_770c0c43,7,283.4785714285714,6.89
oi_6cd5d280,ord_6f3c0c06,prod_fe300255,8,457.7625,15.89
oi_fde18935,ord_6f3c0c06,prod_be2be7f1,1,113.99,10.11
oi_2d6a05f9,ord_b26ef91c,prod_035d78fc,4,590.9275,16.54
oi_f6d020fb,ord_b26ef91c,prod_2a053ba0,1,96.1,18.61
oi_9c5901b3,ord_f0553485,prod_bfb5489d,2,147.045,7.79
oi_2f3fbef8,ord_c5b0cc4d,prod_7a535b91,1,783.67,16.74
oi_d7b04d81,ord_e2db231d,prod_bfb5489d,5,146.036,8.42
oi_36c0e983,ord_9044c505,prod_be2be7f1,9,117.21222222222224,7.57
oi_6675aee8,ord_9044c505,prod_aa9c466e,2,178.805,7.29
oi_f5b32bf6,ord_9044c505,prod_2a053ba0,1,106.93,9.44
oi_e84c06e1,ord_965e1a3e,prod_b2f3a8f7,8,91.3425,9.86
oi_8c87a9ce,ord_a06d8dbb,prod_7afc80e5,3,438.17,12.38
oi_3a9d1382,ord_29c8153a,prod_ff879477,10,442.419,12.99
oi_3e5aad49,ord_47ea7e75,prod_de12acd0,1,296.48,11.68
oi_6af19d3e,ord_6bf48f6e,prod_7a535b91,5,802.418,14.75
oi_7f07e29c,ord_eae78fb5,prod_67da2a8c,1,472.32,6.07
oi_ffdf7be8,ord_c245747c,prod_582de9a4,2,525.59,10.08
oi_11d17fbf,ord_719370b8,prod_54709729,3,785.2933333333334,10.38
oi_ba3495f1,ord_719370b8,prod_5aea0ff9,4,491.98,8.05
oi_c1818077,ord_e176b240,prod_704502ed,9,283.7688888888889,49.67
oi_7144c5bc,ord_00710927,prod_b2f3a8f7,9,52.96222222222222,47.73
oi_a3b97b8f,ord_958b153a,prod_cb6fc0eb,10,541.954,13.15
oi_88298557,ord_3f93da90,prod_7afc80e5,2,443.715,11.27
oi_0031651e,ord_27bf0dff,prod_de12acd0,9,296.64000000000004,11.63
oi_e6742129,ord_807b044c,prod_f24c5a18,7,326.08,4.59
oi_ec907ee1,ord_19f27e2d,prod_b2f3a8f7,5,90.408,10.78
oi_11fce9c7,ord_ce443ba0,prod_bfb5489d,4,88.8125,44.31
oi_841e008f,ord_0e0c2a6e,prod_09b423f4,5,158.472,18.35
oi_5f260240,ord_d982101b,prod_ad64d881,10,2398.991,5.17
oi_e8a8285b,ord_f1d5a3f7,prod_de12acd0,7,300.40285714285716,10.51
oi_373919b6,ord_d9cfc608,prod_035d78fc,7,614.1214285714286,13.27
oi_48c2e26d,ord_d9cfc608,prod_aa9c466e,4,167.2875,13.26
oi_3107e3de,ord_89fd2a2f,prod_566c0f49,2,486.05,10.34
oi_0052db94,ord_89fd2a2f,prod_5aea0ff9,5,489.36199999999997,8.54
oi_5fc960b4,ord_89fd2a2f,prod_2a053ba0,1,107.8,8.7
oi_5201b93d,ord_9be2c09b,prod_582de9a4,6,526.2183333333334,9.98
oi_6a0c7bfd,ord_34d0f8d9,prod_ad64d881,2,2275.33,10.06
oi_30115a56,ord_34d0f8d9,prod_aa9c466e,12,163.87416666666667,15.03
oi_f733e7ce,ord_16b2dc8f,prod_5d2d5599,3,81.98666666666666,17.47
oi_4821e50b,ord_16b2dc8f,prod_2a053ba0,1,99.53,15.71
oi_bd86f4cc,ord_16b2dc8f,prod_770c0c43,1,251.76,17.31
oi_7ce73956,ord_cff40d7e,prod_587805bf,1,555.2,10.5
oi_4a82155b,ord_cff40d7e,prod_2a053ba0,1,104.26,11.71
oi_a292b6ad,ord_9588f847,prod_039421d7,10,198.043,10.55
oi_2df9404e,ord_a3d623c3,prod_ad64d881,1,2257.89,10.74
oi_cdd92d77,ord_ff7ab2b5,prod_b2f3a8f7,6,85.63333333333333,15.49
oi_958538e7,ord_41fbd57d,prod_24ab3fd0,7,459.1657142857143,13.11
oi_89c07009,ord_24363310,prod_761255b4,8,339.26625,10.06
oi_854d725b,ord_1b896845,prod_53e1d316,4,222.9125,13.84
oi_402fe624,ord_74ba7d95,prod_bfb5489d,4,142.485,10.65
oi_f63a49d3,ord_57713c81,prod_5d2d5599,6,86.25999999999999,13.17
oi_c0f0d3fe,ord_57713c81,prod_761255b4,4,315.8075,16.28
oi_1c0b42e6,ord_57713c81,prod_2a053ba0,1,108.72,7.92
oi_fcf9dbcb,ord_af8fade8,prod_aa9c466e,3,164.72333333333333,14.59
oi_c1934e66,ord_a1c5cb53,prod_bfb5489d,8,140.39125,11.96
oi_254ebf73,ord_1718db7a,prod_035d78fc,6,633.7816666666666,10.49
oi_25222b86,ord_9f974f0f,prod_7a535b91,7,826.2142857142857,12.22
oi_68c207b3,ord_8902b84f,prod_fe300255,10,466.4,14.31
oi_75ca9c42,ord_8902b84f,prod_1a600b85,3,387.43666666666667,17.09
oi_d7883727,ord_7f613822,prod_5aea0ff9,7,459.09999999999997,14.19
oi_21762288,ord_4fe2403c,prod_308881b9,9,1210.9155555555556,10.45
oi_acfb2439,ord_4fe2403c,prod_7afc80e5,4,447.0925,10.59
oi_35be3a80,ord_4fe2403c,prod_2a053ba0,1,106.78,9.57
oi_53d682f2,ord_5b713efc,prod_b2f3a8f7,5,83.384,17.71
oi_31182877,ord_5b5a40d9,prod_951860a3,6,283.44166666666666,17.17
oi_c4108682,ord_c8ef9870,prod_ff879477,6,460.33166666666665,9.47
oi_3886fd31,ord_491114a6,prod_b572f27a,1,200.7,14.55
oi_eb724937,ord_eee252e6,prod_67da2a8c,9,464.2211111111111,7.68
oi_2a3f2f22,ord_49c2771d,prod_c5ca2c8c,10,399.069,7.82
oi_3d4387fe,ord_4e603b92,prod_86baf995,5,34.45,35.1
oi_45ac412c,ord_d29b0b6b,prod_de12acd0,10,297.184,11.47
oi_1b35a842,ord_d377f255,prod_035d78fc,10,632.278,10.7
oi_b07a6fa1,ord_d377f255,prod_b572f27a,2,209.61,10.76
oi_ef8d6a55,ord_d377f255,prod_2a053ba0,1,100.44,14.94
oi_f3b1f6bb,ord_d377f255,prod_09b423f4,1,180.54,6.98
oi_197a5333,ord_1b1c232d,prod_5aea0ff9,1,501.46,6.28
oi_8ebb1c08,ord_3bec9845,prod_3bcbd935,1,368.55,10.55
oi_1c779a25,ord_713e188c,prod_bfb5489d,3,145.5,8.76
oi_99d57fc0,ord_e21ef8e6,prod_e1bddf73,3,486.43666666666667,13.31
oi_04d4dfa5,ord_e21ef8e6,prod_c5ca2c8c,5,393.96999999999997,8.99
oi_fede5558,ord_164dc640,prod_7afc80e5,3,429.86999999999995,14.04
oi_054e8ece,ord_8f26ea98,prod_566c0f49,1,452.85,16.47
oi_a08a1daf,ord_2e24c228,prod_971152aa,1,397.81,12.02
oi_a159e793,ord_d9440477,prod_2af333ea,1,418.44,6.13
oi_a0ffe1d1,ord_12537cd6,prod_6bb9d589,7,230.55857142857144,10.3
oi_564f0a48,ord_abd185f1,prod_b9a67276,10,126.415,4.48
oi_bb5b5f48,ord_abd185f1,prod_2a053ba0,1,110.8,6.16
oi_e26230f9,ord_abd185f1,prod_770c0c43,1,279.73,8.13
oi_59c078b1,ord_26a02688,prod_f24c5a18,8,305.66,10.56
oi_e6fc0fe2,ord_819b2f21,prod_566c0f49,1,500.18,7.73
oi_4a0e888c,ord_819b2f21,prod_5aea0ff9,3,505.99666666666667,5.43
oi_b99ecc51,ord_819b2f21,prod_2a053ba0,1,109.1,7.6
oi_7a4c7aba,ord_819b2f21,prod_b9a67276,1,113.78,14.02
oi_28be1d68,ord_a55b0235,prod_b572f27a,7,205.8757142857143,12.35
oi_763aa2b1,ord_ca029d3f,prod_b3825ee4,8,1276.37125,46.99
oi_9b1ca235,ord_ca029d3f,prod_b572f27a,7,117.47571428571429,49.98
oi_af4029fa,ord_26d44e5b,prod_704502ed,6,459.7916666666667,18.45
oi_59b2f98f,ord_26d44e5b,prod_aa9c466e,2,168.0,12.89
oi_f2c47e7d,ord_051454d5,prod_fe300255,5,496.38,8.8
oi_7f05d603,ord_051454d5,prod_039421d7,2,195.05,11.9
oi_1a4665e8,ord_051454d5,prod_2a053ba0,1,102.83,12.92
oi_567bbea7,ord_051454d5,prod_5d2d5599,1,87.55,11.87
oi_471cdaa7,ord_3ee114db,prod_3cf36411,5,90.204,10.29
oi_07309d4d,ord_ac69f3df,prod_67da2a8c,10,453.688,9.78
oi_b6183fba,ord_e465b0ce,prod_2af333ea,4,376.685,15.5
oi_79807ca1,ord_cfd0a45f,prod_be2be7f1,6,110.545,12.83
oi_5d1ee72c,ord_cfd0a45f,prod_aa9c466e,1,165.3,14.29
oi_3ee44241,ord_cfd0a45f,prod_2a053ba0,1,101.99,13.62
oi_f6af5d93,ord_d4d515d5,prod_704502ed,5,493.576,12.46
oi_5563f7c9,ord_ee7a51ac,prod_6bb9d589,1,231.96,9.76
oi_e55c70f2,ord_b597fd19,prod_de12acd0,2,316.265,5.78
oi_6d3fa966,ord_e39ddfb5,prod_64c08afc,9,211.7111111111111,11.5
oi_f925f075,ord_4bd82234,prod_86baf995,9,45.736666666666665,13.83
oi_a7745ce5,ord_b56087ab,prod_7a535b91,4,784.315,16.67
oi_5278b9aa,ord_06b0b1d1,prod_7a535b91,6,896.745,4.72
oi_c078ccfe,ord_cc7b87c6,prod_7afc80e5,10,454.56899999999996,9.1
oi_051e4fe6,ord_50932d32,prod_035d78fc,1,633.12,10.59
oi_6fe97e8a,ord_50932d32,prod_2a053ba0,1,106.29,9.99
oi_c3d96db1,ord_07f4d05a,prod_035d78fc,4,620.5675,12.36
oi_117c746d,ord_07f4d05a,prod_7afc80e5,1,400.41,19.93
oi_f854f4f0,ord_64ce7307,prod_24ab3fd0,10,441.25699999999995,16.5
oi_0ece2b99,ord_7cc0ae9b,prod_971152aa,2,384.935,14.86
oi_e8847c5e,ord_270e161c,prod_566c0f49,7,480.05285714285714,11.45
oi_5081abca,ord_270e161c,prod_971152aa,5,401.486,11.2
oi_1a13ee4e,ord_270e161c,prod_2a053ba0,1,100.76,14.67
oi_e25947d9,ord_da84b05e,prod_7a535b91,8,817.61625,13.13
oi_932e61f5,ord_ab5bf893,prod_71507ccd,6,491.1383333333333,11.88
oi_1880d551,ord_ab5bf893,prod_1a600b85,2,422.995,9.48
oi_e1ec06d7,ord_ab5bf893,prod_2a053ba0,1,99.91,15.39
oi_b359624b,ord_8ce95799,prod_587805bf,1,538.76,13.15
oi_79c6bf2a,ord_8ce95799,prod_039421d7,2,202.92,8.34
oi_cf4864cb,ord_8ce95799,prod_2a053ba0,1,104.03,11.9
oi_8ac0962f,ord_41b0108c,prod_2af333ea,4,356.31,20.07
oi_04996582,ord_3349df2a,prod_566c0f49,4,472.6475,12.81
oi_d05f1fb4,ord_8021fd26,prod_b2f3a8f7,6,89.25999999999999,11.91
oi_dae91997,ord_a946b128,prod_587805bf,1,529.55,14.63
oi_90bd6526,ord_121e4245,prod_cb6fc0eb,1,541.3,13.25
oi_a15d97c2,ord_1244e902,prod_aa9c466e,2,183.69,4.75
oi_6982e7c0,ord_ff96af70,prod_4e0ad55a,10,369.865,6.23
oi_26f0e292,ord_ff96af70,prod_971152aa,2,407.375,9.9
oi_af4a1f47,ord_751c35d1,prod_b9a67276,7,111.98142857142857,15.38
oi_6f012774,ord_751c35d1,prod_b572f27a,3,206.49666666666667,12.08
oi_6ed99d89,ord_751c35d1,prod_2a053ba0,1,110.03,6.82
oi_11309dad,ord_8fe0e080,prod_67da2a8c,3,469.64000000000004,6.6
oi_6031d2c1,ord_194b5fde,prod_cb6fc0eb,1,558.47,10.5
oi_13783979,ord_737fef54,prod_71507ccd,8,477.90125,14.25
oi_0554633c,ord_737fef54,prod_761255b4,2,323.66,14.2
oi_2d6c4380,ord_737fef54,prod_2a053ba0,1,103.53,12.32
oi_d13822a1,ord_737fef54,prod_be2be7f1,1,110.31,13.01
oi_f896bbd6,ord_9a6815af,prod_8713c712,1,1138.47,13.14
oi_a79619a5,ord_3c91c8d3,prod_53e1d316,6,203.12166666666667,21.49
oi_b720a1e3,ord_064126c7,prod_de12acd0,6,286.22666666666663,14.73
oi_dbf398dd,ord_c42c4ea2,prod_86baf995,2,46.805,11.82
oi_d954548f,ord_7050cffc,prod_587805bf,2,536.19,13.56
oi_f03bcdec,ord_7050cffc,prod_aa9c466e,1,166.77,13.53
oi_4e89fd76,ord_6f84925e,prod_951860a3,1,303.77,11.23
oi_d2cc4302,ord_1004dcc1,prod_cb6fc0eb,6,558.3133333333334,10.52
oi_475b7987,ord_e5b862e6,prod_ff879477,9,465.2811111111111,8.49
oi_bb0ae158,ord_3a4eecb4,prod_09b423f4,4,178.82,7.87
oi_410286e8,ord_60d6a6d7,prod_bfb5489d,10,131.002,17.85
oi_479da06a,ord_22ca2e91,prod_cb6fc0eb,7,549.55,11.93
oi_c3b5d35e,ord_62f5c202,prod_704502ed,4,518.86,7.97
oi_9ace4061,ord_6b791f88,prod_7a535b91,7,843.4714285714286,10.38
oi_1780e619,ord_b39b5cdf,prod_86baf995,1,48.48,8.66
oi_f19b5c00,ord_f4d27180,prod_fe300255,3,504.3666666666666,7.33
oi_3b060f00,ord_f4d27180,prod_5aea0ff9,3,468.2633333333333,12.48
oi_1f62c8a0,ord_f4d27180,prod_b9a67276,1,117.87,10.94
oi_baca1bfe,ord_1db41f4c,prod_2af333ea,3,400.77,10.1
oi_cef371e3,ord_a6cfac08,prod_71507ccd,7,520.9828571428571,6.52
oi_acd9ed41,ord_a6cfac08,prod_67da2a8c,5,444.646,11.57
oi_8010cb01,ord_a6cfac08,prod_2a053ba0,1,99.96,15.34
oi_1c0e97b6,ord_a6cfac08,prod_5d2d5599,1,92.02,7.37
oi_68c00b80,ord_86e158a1,prod_09b423f4,5,174.462,10.11
oi_365c3c92,ord_c41b3501,prod_b2f3a8f7,9,92.93333333333334,8.29
oi_4f5efd40,ord_32f9b9b6,prod_3bcbd935,7,363.73999999999995,11.72
oi_9ef0eaa3,ord_dc5b353e,prod_582de9a4,10,501.538,14.2
oi_553723df,ord_633a0912,prod_fe300255,8,329.475,39.46
oi_0fdbf961,ord_633a0912,prod_67da2a8c,4,282.56,43.81
oi_b32cbff3,ord_633a0912,prod_2a053ba0,1,68.69,41.82
oi_685a10e0,ord_0740475d,prod_71507ccd,8,472.73,15.18
oi_4d414ff0,ord_0740475d,prod_c5ca2c8c,1,383.94,11.31
oi_4b86bc47,ord_0740475d,prod_2a053ba0,1,106.14,10.11
oi_6482ec12,ord_df02f34d,prod_7afc80e5,8,457.31125,8.55
oi_a6e60d88,ord_92f774a4,prod_704502ed,6,480.79833333333335,14.72
oi_c1381e61,ord_ad16ae09,prod_54709729,1,756.45,13.67
oi_2c6f07d4,ord_ad16ae09,prod_039421d7,3,185.65333333333334,16.14
oi_3cb4a705,ord_ad16ae09,prod_5d2d5599,1,81.41,18.05
oi_a3cf3737,ord_aedb04ad,prod_308881b9,9,1223.9733333333334,9.48
oi_9ca8e193,ord_aedb04ad,prod_b572f27a,2,205.165,12.65
oi_8fb05ab8,ord_a13da446,prod_7a535b91,1,824.49,12.4
oi_888d662a,ord_a04d5579,prod_c5ca2c8c,7,371.73,14.13
oi_ea39b1cb,ord_e2e7e198,prod_71507ccd,6,488.6233333333333,12.33
oi_54b3d2f5,ord_e2e7e198,prod_2a053ba0,1,104.52,11.48
oi_5b9a62a3,ord_dcb95df4,prod_64c08afc,7,213.43571428571428,10.78
oi_bdd56c0f,ord_ec4986b5,prod_ff879477,10,458.01300000000003,9.92
oi_92e53e1f,ord_0a44b30f,prod_81feaa25,10,591.303,12.32
oi_c6650f79,ord_0a44b30f,prod_c5ca2c8c,5,426.604,1.45
oi_4a39e613,ord_0a44b30f,prod_5d2d5599,1,85.98,13.45
oi_b869847e,ord_d4502558,prod_2a053ba0,7,112.4342857142857,4.78
oi_1a8a772f,ord_a75e5910,prod_4f0226fb,10,109.332,13.48
oi_3c9c463f,ord_a75e5910,prod_1a600b85,2,442.375,5.33
oi_f653110b,ord_a75e5910,prod_2a053ba0,1,107.24,9.18
oi_c806181b,ord_46cfc5b0,prod_587805bf,7,556.84,10.23
oi_61785b02,ord_46cfc5b0,prod_039421d7,5,207.772,6.15
oi_01c12ba4,ord_a47f757b,prod_971152aa,7,387.8357142857143,14.22
oi_cd88365a,ord_a6ca4229,prod_5d2d5599,9,85.72888888888889,13.7
oi_51970ac3,ord_a6ca4229,prod_aa9c466e,5,164.89000000000001,14.5
oi_5ab7493e,ord_6dedbadf,prod_c5ca2c8c,8,392.97375,9.22
oi_396bd9fc,ord_7bf0c619,prod_2af333ea,8,403.8375,9.41
oi_f4024955,ord_29099f1d,prod_5d2d5599,5,87.238,12.18
oi_6271e7c6,ord_29099f1d,prod_67da2a8c,1,451.78,10.16
oi_e51516c9,ord_29099f1d,prod_2a053ba0,1,103.68,12.2
oi_beafc856,ord_29099f1d,prod_be2be7f1,1,114.44,9.76
oi_ec7ea3a4,ord_d1a0a2f0,prod_86baf995,9,48.71,8.23
oi_c1b7020a,ord_dfc9a802,prod_4e0ad55a,10,335.156,15.03
oi_3b78241b,ord_dfc9a802,prod_67da2a8c,1,413.6,17.75
oi_12a0db43,ord_dfc9a802,prod_bfb5489d,1,133.89,16.04
oi_1d42d7df,ord_8045e56a,prod_3cf36411,6,76.605,23.81
oi_b527532e,ord_d5d4c744,prod_5d2d5599,7,89.2042857142857,10.2
oi_4c8c5a1e,ord_d5d4c744,prod_aa9c466e,5,167.178,13.32
oi_5066254e,ord_d5d4c744,prod_2a053ba0,1,102.07,13.56
oi_2fa9b4d6,ord_b705969e,prod_770c0c43,7,259.1242857142857,14.89
oi_86a95f7c,ord_32aded62,prod_64c08afc,3,204.87666666666667,14.36
oi_ebab31c7,ord_0216ca19,prod_4f0226fb,3,102.2,19.13
oi_ee2479a4,ord_42bb8034,prod_81feaa25,3,610.4166666666666,9.48
oi_bdeb1265,ord_42bb8034,prod_aa9c466e,3,173.48333333333335,10.05
oi_d7810eae,ord_25024c12,prod_be2be7f1,10,108.223,14.66
oi_4309eeba,ord_25024c12,prod_971152aa,3,415.5933333333333,8.08
oi_99122a63,ord_25024c12,prod_53e1d316,1,243.12,6.03
oi_43c4b1a8,ord_5b7e73d1,prod_e1bddf73,7,516.5057142857142,7.95
oi_57169810,ord_5b7e73d1,prod_5d2d5599,1,96.85,2.5
oi_640af6a4,ord_50c5659d,prod_7afc80e5,7,400.6914285714286,19.87
oi_ec1a66f6,ord_f1f65e95,prod_64c08afc,4,218.1025,8.83
oi_b7cb5e1d,ord_ac7be8a1,prod_3cf36411,8,88.20625,12.28
oi_e0364c89,ord_8531b36a,prod_67da2a8c,7,448.8528571428571,10.74
oi_731c1905,ord_79178231,prod_f24c5a18,2,310.455,9.16
oi_efa11ccb,ord_eedcfc66,prod_6bb9d589,2,239.845,6.69
oi_1f2fa43c,ord_9a0c8b16,prod_de12acd0,1,276.79,17.54
oi_4136f404,ord_e174c69b,prod_e1bddf73,7,490.8542857142857,12.52
oi_ea402362,ord_e174c69b,prod_7afc80e5,1,433.48,13.32
oi_082e2add,ord_e174c69b,prod_2a053ba0,1,107.46,9.0
oi_27c9f00e,ord_e174c69b,prod_09b423f4,1,172.36,11.2
oi_15895972,ord_4d103e28,prod_951860a3,1,304.02,11.15
oi_64201b8f,ord_43b378c5,prod_bcde7343,7,91.23428571428572,12.17
oi_2a636e0a,ord_87f9ac7e,prod_1a600b85,2,393.84,15.72
oi_7a7c194b,ord_e1477168,prod_09b423f4,5,175.76,9.44
oi_97178163,ord_7d4d6b4d,prod_86baf995,4,42.5325,19.87
oi_506d5a22,ord_1a4b91b2,prod_308881b9,3,1090.1566666666665,19.38
oi_65b54e82,ord_1a4b91b2,prod_b572f27a,4,211.5225,9.94
oi_bfed1c30,ord_1a4b91b2,prod_2a053ba0,1,99.25,15.94
oi_ce626981,ord_1e29a336,prod_f24c5a18,8,301.74125,11.71
