quotation_id,customer_id,sales_rep_id,total_amount,total_discount,total_margin,status,created_at,updated_at
quote_a676ed84,cust_36b3c9ac,rep_76071164,4056.57,593.44,1173.35,CONVERTED,2026-02-19 08:10:05.601026,2026-02-20 08:10:05.601026
quote_354f642f,cust_6bebe3ea,rep_b548fdfc,3374.02,476.31,286.31,REJECTED,2026-01-03 07:10:05.601026,2026-01-13 07:10:05.601026
quote_f96817df,cust_faaa7a40,rep_71ed5975,3017.84,171.79,938.69,EXPIRED,2026-07-12 17:10:05.601026,2026-08-06 17:10:05.601026
quote_6b77b66a,cust_f6330c6d,rep_d5902688,603.3,42.57,98.97,CONVERTED,2025-10-16 22:10:05.601026,2025-10-19 22:10:05.601026
quote_ace6fcac,cust_a1d12aca,rep_26645e7c,1058.72,120.55,356.25,REJECTED,2026-06-30 21:10:05.601026,2026-07-15 21:10:05.601026
quote_f08db9a6,cust_898c54d5,rep_f976f2b3,3066.6,394.7,552.96,CONVERTED,2026-03-26 14:10:05.601026,2026-03-28 14:10:05.601026
quote_404bcd1a,cust_efe291d0,rep_03d99ec4,1525.41,182.84,218.38,REJECTED,2025-10-17 03:10:05.601026,2025-11-07 03:10:05.601026
quote_d890ccf9,cust_1ba4a61c,rep_4fd63151,6327.96,998.49,957.75,EXPIRED,2025-12-28 06:10:05.601026,2026-01-05 06:10:05.601026
quote_4d9abd5c,cust_2049b501,rep_03d99ec4,469.76,53.17,70.89,EXPIRED,2026-07-16 06:10:05.601026,2026-08-05 06:10:05.601026
quote_bceb9095,cust_3dc20146,rep_76071164,2697.4,260.96,1086.48,CONVERTED,2025-12-25 07:10:05.601026,2026-01-14 07:10:05.601026
quote_fdb339c2,cust_b4a9dca3,rep_03d99ec4,2131.29,245.97,811.52,CONVERTED,2026-06-16 21:10:05.601026,2026-07-12 21:10:05.601026
quote_e30c78aa,cust_709f2029,rep_e08a1589,2640.61,280.51,691.16,EXPIRED,2025-11-17 20:10:05.601026,2025-12-01 20:10:05.601026
quote_4bf36ea3,cust_f9e341c0,rep_71ed5975,500.07,40.67,160.64,REJECTED,2026-03-13 08:10:05.601026,2026-03-22 08:10:05.601026
quote_2bc0c861,cust_6449b0f4,rep_d5902688,1328.34,118.67,501.79,REJECTED,2026-08-14 23:10:05.601026,2026-08-24 23:10:05.601026
quote_496711e7,cust_7c8d0f0a,rep_26645e7c,934.92,103.65,140.61,EXPIRED,2026-07-12 04:10:05.601026,2026-07-23 04:10:05.601026
quote_85a00228,cust_1d7b20af,rep_e08a1589,788.86,92.64,96.08,CONVERTED,2026-03-08 22:10:05.601026,2026-03-19 22:10:05.601026
quote_13ba3d24,cust_4c4e219c,rep_4fd63151,5242.72,611.05,809.83,EXPIRED,2025-12-14 16:10:05.601026,2025-12-30 16:10:05.601026
quote_0ed6d6de,cust_db6dac0a,rep_b548fdfc,2713.29,213.53,1098.4,EXPIRED,2025-11-30 10:10:05.601026,2025-12-30 10:10:05.601026
quote_02e953ef,cust_4e5d5042,rep_03d99ec4,301.65,13.99,56.78,EXPIRED,2025-11-15 02:10:05.601026,2025-11-16 02:10:05.601026
quote_86ffd571,cust_a2b0c037,rep_f976f2b3,192.86,18.01,47.33,CONVERTED,2025-09-08 23:10:05.601026,2025-09-25 23:10:05.601026
quote_173a2f66,cust_0b27ce82,rep_26645e7c,1522.35,223.15,532.2,REJECTED,2026-07-19 22:10:05.601026,2026-08-14 22:10:05.601026
quote_b189062d,cust_c56c6575,rep_26645e7c,623.98,54.17,71.03,CONVERTED,2026-02-06 03:10:05.601026,2026-02-09 03:10:05.601026
quote_29673478,cust_83055eb2,rep_221b7f39,3356.8,336.9,736.9,EXPIRED,2026-06-02 07:10:05.601026,2026-06-18 07:10:05.601026
quote_c96f450d,cust_2049b501,rep_f976f2b3,2213.9,822.75,211.35,REJECTED,2025-12-05 16:10:05.601026,2026-01-01 16:10:05.601026
quote_612dc32a,cust_405b3327,rep_b548fdfc,671.36,119.45,95.31,EXPIRED,2026-03-21 05:10:05.601026,2026-04-07 05:10:05.601026
quote_b2778851,cust_6cd93739,rep_b548fdfc,4252.28,582.08,661.9,EXPIRED,2026-07-12 01:10:05.601026,2026-07-25 01:10:05.601026
quote_e07cc0e7,cust_8cdf7d4e,rep_d5902688,3119.9,490.98,135.02,REJECTED,2026-02-03 13:10:05.601026,2026-02-08 13:10:05.601026
quote_b122458b,cust_b0bce66f,rep_221b7f39,4623.54,585.19,1429.74,REJECTED,2025-10-21 06:10:05.601026,2025-11-08 06:10:05.601026
quote_e0e79109,cust_e5e2a4d0,rep_b548fdfc,253.62,38.83,22.11,REJECTED,2026-03-21 06:10:05.601026,2026-03-29 06:10:05.601026
quote_d3187e85,cust_4ba29bc8,rep_4fd63151,2228.95,267.5,314.45,CONVERTED,2025-10-07 11:10:05.601026,2025-10-23 11:10:05.601026
quote_17f157c7,cust_f4e1755e,rep_e08a1589,813.46,66.73,261.68,REJECTED,2025-09-08 18:10:05.601026,2025-10-05 18:10:05.601026
quote_588df152,cust_b8d41557,rep_26645e7c,5252.87,773.04,751.35,CONVERTED,2026-05-08 16:10:05.601026,2026-05-17 16:10:05.601026
quote_96f5b9b1,cust_3752d640,rep_26645e7c,1644.16,194.69,239.52,CONVERTED,2026-04-17 15:10:05.601026,2026-05-09 15:10:05.601026
quote_c1d1a952,cust_802f59e0,rep_03d99ec4,2349.76,401.19,350.47,CONVERTED,2026-06-05 22:10:05.601026,2026-06-23 22:10:05.601026
quote_0580332a,cust_fb37096e,rep_d5902688,4323.4,386.1,634.35,CONVERTED,2025-09-28 00:10:05.601026,2025-10-07 00:10:05.601026
quote_8ca7eae0,cust_1ff5ebdc,rep_f976f2b3,1247.96,157.46,92.94,CONVERTED,2026-05-10 09:10:05.601026,2026-06-06 09:10:05.601026
quote_05951df2,cust_3f9d4565,rep_71ed5975,201.1,27.07,20.11,EXPIRED,2026-02-15 08:10:05.601026,2026-02-16 08:10:05.601026
quote_ef3d2c6d,cust_b5f9471e,rep_26645e7c,2153.07,249.06,720.06,EXPIRED,2026-05-27 11:10:05.601026,2026-06-10 11:10:05.601026
quote_d773024c,cust_8c59fa3f,rep_d5902688,244.89,26.78,28.79,CONVERTED,2025-12-15 20:10:05.601026,2026-01-10 20:10:05.601026
quote_1dce41ac,cust_e5e2a4d0,rep_03d99ec4,1826.82,254.53,651.89,CONVERTED,2026-07-14 18:10:05.601026,2026-08-11 18:10:05.601026
quote_e63dea1a,cust_a1d12aca,rep_4fd63151,3145.91,334.45,627.5,REJECTED,2026-03-16 04:10:05.601026,2026-04-08 04:10:05.601026
quote_9cd7676e,cust_3e2b9a91,rep_b548fdfc,304.47,33.39,117.68,REJECTED,2026-04-24 01:10:05.601026,2026-05-10 01:10:05.601026
quote_5478d714,cust_42587fc7,rep_71ed5975,2713.29,339.66,972.27,CONVERTED,2026-04-06 04:10:05.601026,2026-04-09 04:10:05.601026
quote_b2686d27,cust_843ab967,rep_221b7f39,1255.41,160.92,280.88,CONVERTED,2026-01-20 23:10:05.601026,2026-02-03 23:10:05.601026
quote_e8e9da96,cust_d1ed441a,rep_d5902688,582.27,52.23,108.09,EXPIRED,2026-03-04 04:10:05.601026,2026-03-24 04:10:05.601026
quote_768005bf,cust_1ff5ebdc,rep_76071164,2164.5,246.17,757.68,CONVERTED,2026-01-27 01:10:05.601026,2026-02-06 01:10:05.601026
quote_d1cf3885,cust_69492daf,rep_03d99ec4,1811.04,184.89,682.06,EXPIRED,2026-05-13 10:10:05.601026,2026-05-26 10:10:05.601026
quote_6f6135f7,cust_bc936013,rep_b548fdfc,385.72,61.52,69.16,CONVERTED,2026-04-25 21:10:05.601026,2026-05-19 21:10:05.601026
quote_2d6e85b1,cust_1226e2b4,rep_b548fdfc,530.8,87.16,66.24,CONVERTED,2026-01-28 16:10:05.601026,2026-02-25 16:10:05.601026
quote_b257e27d,cust_f6647730,rep_4fd63151,517.44,68.11,179.59,REJECTED,2026-08-03 15:10:05.601026,2026-08-24 15:10:05.601026
quote_dce09b8c,cust_db6dac0a,rep_f976f2b3,1342.72,116.87,312.65,REJECTED,2026-03-27 02:10:05.601026,2026-04-10 02:10:05.601026
quote_90c161c5,cust_215bbb49,rep_26645e7c,1157.16,215.0,177.04,CONVERTED,2026-05-29 03:10:05.601026,2026-06-25 03:10:05.601026
quote_2206ada1,cust_61ea4e53,rep_b548fdfc,1026.54,99.24,263.58,REJECTED,2026-02-05 10:10:05.601026,2026-02-26 10:10:05.601026
quote_7c921524,cust_6bebe3ea,rep_4fd63151,7589.1,981.19,2491.4,CONVERTED,2026-04-18 17:10:05.601026,2026-05-08 17:10:05.601026
quote_deaee1c8,cust_61ea4e53,rep_4fd63151,934.92,89.07,155.19,CONVERTED,2026-01-09 14:10:05.601026,2026-01-29 14:10:05.601026
quote_9bcb954a,cust_8647b943,rep_03d99ec4,831.04,49.32,167.8,REJECTED,2026-02-04 02:10:05.601026,2026-02-17 02:10:05.601026
quote_1f9fbd16,cust_12b82827,rep_03d99ec4,1691.4,72.09,301.41,EXPIRED,2026-06-23 19:10:05.601026,2026-06-24 19:10:05.601026
quote_4f37bd1b,cust_12ae9a83,rep_76071164,5615.82,622.65,504.15,REJECTED,2026-04-05 19:10:05.601026,2026-04-23 19:10:05.601026
quote_8655bcc7,cust_d1ed441a,rep_4fd63151,8089.7,1055.83,2664.62,REJECTED,2026-06-06 16:10:05.601026,2026-06-08 16:10:05.601026
quote_3a91eb30,cust_1311cb1a,rep_e08a1589,1005.7,166.33,58.99,EXPIRED,2026-08-13 05:10:05.601026,2026-08-14 05:10:05.601026
quote_b50e9c19,cust_16c62d60,rep_4fd63151,941.21,80.87,307.51,CONVERTED,2026-01-21 05:10:05.601026,2026-02-01 05:10:05.601026
quote_1a1fcfdf,cust_16c62d60,rep_4fd63151,1970.01,167.17,287.02,REJECTED,2026-01-13 09:10:05.601026,2026-01-25 09:10:05.601026
quote_293e1e60,cust_b5f9471e,rep_03d99ec4,3507.18,444.5,1291.78,EXPIRED,2025-12-28 16:10:05.601026,2026-01-06 16:10:05.601026
quote_516281e0,cust_709f2029,rep_76071164,2090.23,205.76,291.14,EXPIRED,2025-09-28 18:10:05.601026,2025-09-29 18:10:05.601026
quote_afb98fbd,cust_b957ff58,rep_26645e7c,3617.72,366.87,1382.37,EXPIRED,2026-04-30 17:10:05.601026,2026-05-24 17:10:05.601026
quote_4d898c29,cust_405b3327,rep_b548fdfc,239.23,32.65,75.03,CONVERTED,2026-07-28 04:10:05.601026,2026-08-22 04:10:05.601026
quote_89823a53,cust_8bb8f56a,rep_f976f2b3,1129.04,183.4,212.1,REJECTED,2026-01-01 22:10:05.601026,2026-01-22 22:10:05.601026
quote_36f1b933,cust_2049b501,rep_4fd63151,3030.3,351.71,1053.68,REJECTED,2026-01-04 15:10:05.601026,2026-01-27 15:10:05.601026
quote_75daac82,cust_6cd93739,rep_26645e7c,5983.21,661.44,1719.61,REJECTED,2025-11-14 00:10:05.601026,2025-11-21 00:10:05.601026
quote_683f4811,cust_560682aa,rep_e08a1589,1298.7,209.64,392.67,REJECTED,2026-07-10 07:10:05.601026,2026-07-13 07:10:05.601026
quote_f93c4d44,cust_322bbdef,rep_e08a1589,6795.18,725.48,2310.71,REJECTED,2025-12-03 06:10:05.601026,2025-12-07 06:10:05.601026
quote_6d264b12,cust_b4a9dca3,rep_221b7f39,234.88,31.7,30.33,CONVERTED,2026-07-01 00:10:05.601026,2026-07-04 00:10:05.601026
quote_c5eb094a,cust_898c54d5,rep_03d99ec4,582.27,101.71,58.61,CONVERTED,2026-05-17 06:10:05.601026,2026-05-29 06:10:05.601026
quote_2ac4aa4d,cust_4ba29bc8,rep_03d99ec4,1811.04,228.8,638.15,CONVERTED,2026-06-13 21:10:05.601026,2026-06-18 21:10:05.601026
quote_00d19ebf,cust_83055eb2,rep_76071164,15990.58,915.7,6206.6,REJECTED,2026-02-16 18:10:05.601026,2026-02-18 18:10:05.601026
quote_59ee158b,cust_560682aa,rep_221b7f39,508.47,46.74,87.0,REJECTED,2026-01-10 03:10:05.601026,2026-02-04 03:10:05.601026
quote_b03ff167,cust_fa1faded,rep_4fd63151,3383.7,406.94,609.96,REJECTED,2026-01-05 00:10:05.601026,2026-01-24 00:10:05.601026
quote_29e1a3b9,cust_a2b0c037,rep_f976f2b3,452.14,76.88,70.41,EXPIRED,2025-10-21 07:10:05.601026,2025-11-07 07:10:05.601026
quote_465440e5,cust_fa1faded,rep_b548fdfc,301.65,30.03,40.74,CONVERTED,2025-10-05 06:10:05.601026,2025-10-30 06:10:05.601026
quote_f326df82,cust_f4e1755e,rep_4fd63151,3210.24,397.72,687.62,REJECTED,2026-04-17 02:10:05.601026,2026-04-23 02:10:05.601026
quote_558e24cc,cust_3880925b,rep_d5902688,1678.4,167.53,369.37,CONVERTED,2025-12-03 18:10:05.601026,2025-12-08 18:10:05.601026
quote_c4d53423,cust_0b6086ec,rep_d5902688,1992.82,177.06,448.12,CONVERTED,2025-10-28 21:10:05.601026,2025-11-24 21:10:05.601026
quote_b7db2742,cust_c3571491,rep_f976f2b3,1337.37,160.6,188.57,CONVERTED,2025-09-29 18:10:05.601026,2025-10-28 18:10:05.601026
quote_3b9351cb,cust_560682aa,rep_71ed5975,2164.5,240.26,763.59,CONVERTED,2025-10-12 07:10:05.601026,2025-10-16 07:10:05.601026
quote_44b81f39,cust_cf13c2af,rep_03d99ec4,885.56,63.59,350.05,CONVERTED,2025-11-24 07:10:05.601026,2025-12-08 07:10:05.601026
quote_60a55cb2,cust_faaa7a40,rep_f976f2b3,7096.46,700.2,2755.53,CONVERTED,2026-03-08 06:10:05.601026,2026-03-24 06:10:05.601026
quote_1504cf42,cust_16c62d60,rep_03d99ec4,1275.76,146.87,259.77,CONVERTED,2026-03-13 11:10:05.601026,2026-03-28 11:10:05.601026
quote_810c3db8,cust_ceb41cd8,rep_f976f2b3,4067.76,464.1,605.82,CONVERTED,2026-03-22 22:10:05.601026,2026-04-10 22:10:05.601026
quote_cb65a4cf,cust_5b9af17f,rep_71ed5975,1500.21,114.34,489.59,CONVERTED,2025-12-02 11:10:05.601026,2025-12-04 11:10:05.601026
