order_id,customer_id,quotation_id,order_date,total_amount,status
ord_a239a6d3,cust_560682aa,quote_3b9351cb,2025-10-16 07:10:05.601026,1924.24,CONFIRMED
ord_2b45984d,cust_cf13c2af,quote_44b81f39,2025-12-08 07:10:05.601026,821.9699999999999,CONFIRMED
ord_f3796992,cust_faaa7a40,quote_60a55cb2,2026-03-24 06:10:05.601026,6396.26,CONFIRMED
ord_898e6dff,cust_16c62d60,quote_1504cf42,2026-03-28 11:10:05.601026,1128.8899999999999,CONFIRMED
ord_46abad4c,cust_ceb41cd8,quote_810c3db8,2026-04-10 22:10:05.601026,3603.6600000000003,CONFIRMED
ord_a587fd82,cust_5b9af17f,quote_cb65a4cf,2025-12-04 11:10:05.601026,1385.8700000000001,CONFIRMED
ord_d4ec2fd4,cust_5471fb8a,quote_27296229,2026-04-11 23:10:05.601026,2103.11,CONFIRMED
ord_044c341d,cust_c3571491,quote_cc1a86cc,2025-11-04 15:10:05.601026,1984.35,CONFIRMED
ord_6f3c0c06,cust_1cb64aaa,quote_57ffcfd4,2026-03-04 04:10:05.601026,3776.1000000000004,CONFIRMED
ord_b26ef91c,cust_1226e2b4,quote_02faf559,2026-08-09 02:10:05.601026,2459.81,CONFIRMED
ord_f0553485,cust_e7123a90,quote_1423d452,2026-06-24 17:10:05.601026,294.09,CONFIRMED
ord_c5b0cc4d,cust_1226e2b4,quote_1bb16903,2026-06-10 06:10:05.601026,783.6700000000001,CONFIRMED
ord_e2db231d,cust_5199088a,quote_258c2a99,2026-08-05 16:10:05.601026,730.1800000000001,CONFIRMED
ord_9044c505,cust_e7123a90,quote_0bc8e5c9,2026-06-07 09:10:05.601026,1519.46,CONFIRMED
ord_965e1a3e,cust_969bf7c5,quote_2c4cbd4f,2026-01-16 11:10:05.601026,730.74,CONFIRMED
ord_a06d8dbb,cust_ce1f66a4,quote_fbb99867,2026-03-29 21:10:05.601026,1314.51,CONFIRMED
ord_29c8153a,cust_5329889c,quote_a100bba1,2026-03-19 02:10:05.601026,4424.19,CONFIRMED
ord_47ea7e75,cust_ceb41cd8,quote_9c63a5b2,2026-05-16 04:10:05.601026,296.48,CONFIRMED
ord_6bf48f6e,cust_a1d12aca,quote_39ea889c,2026-06-13 12:10:05.601026,4012.09,CONFIRMED
ord_eae78fb5,cust_4c4e219c,quote_827e76c3,2026-05-28 07:10:05.601026,472.32000000000005,CONFIRMED
ord_c245747c,cust_c530da41,quote_374662c8,2026-04-30 01:10:05.601026,1051.1799999999998,CONFIRMED
ord_719370b8,cust_6bebe3ea,quote_f05e21d7,2025-11-07 10:10:05.601026,4323.8,CONFIRMED
ord_e176b240,cust_5fb65258,quote_3e751b17,2026-08-28 16:10:05.601026,2553.9199999999996,CONFIRMED
ord_00710927,cust_faaa7a40,quote_4d361f88,2026-08-12 07:10:05.601026,476.66,CONFIRMED
ord_958b153a,cust_41d19430,quote_76ec3989,2025-10-13 23:10:05.601026,5419.54,CONFIRMED
ord_3f93da90,cust_5329889c,quote_f82d5165,2025-11-28 14:10:05.601026,887.43,CONFIRMED
ord_27bf0dff,cust_4c4e219c,quote_7210be5b,2025-11-22 10:10:05.601026,2669.7599999999998,CONFIRMED
ord_807b044c,cust_5e885041,quote_4355b840,2026-05-31 00:10:05.601026,2282.56,CONFIRMED
ord_19f27e2d,cust_56f06fa7,quote_73b95710,2026-01-07 14:10:05.601026,452.03999999999996,CONFIRMED
ord_ce443ba0,cust_c4924c0b,quote_6cb3440c,2026-07-09 07:10:05.601026,355.25,CONFIRMED
ord_0e0c2a6e,cust_3e2b9a91,quote_a5f2f86f,2026-06-13 09:10:05.601026,792.36,CONFIRMED
ord_d982101b,cust_faaa7a40,quote_85355a30,2026-07-17 07:10:05.601026,23989.91,CONFIRMED
ord_f1d5a3f7,cust_c0594b54,quote_6b860fef,2025-11-18 12:10:05.601026,2102.82,CONFIRMED
ord_d9cfc608,cust_6cd93739,quote_922cee93,2026-01-20 14:10:05.601026,4968.0,CONFIRMED
ord_89fd2a2f,cust_322bbdef,quote_0795a1fd,2025-10-04 23:10:05.601026,3526.7200000000003,CONFIRMED
ord_9be2c09b,cust_b5f9471e,quote_11bf73f7,2026-02-22 17:10:05.601026,3157.31,CONFIRMED
ord_34d0f8d9,cust_f4e1755e,quote_a32ade7e,2026-01-04 14:10:05.601026,6517.16,CONFIRMED
ord_16b2dc8f,cust_7a79b0e8,quote_77265f67,2026-06-13 06:10:05.601026,597.25,CONFIRMED
ord_cff40d7e,cust_9f854076,quote_a47ebd98,2026-03-31 21:10:05.601026,659.45,CONFIRMED
ord_9588f847,cust_c530da41,quote_bdf5db7c,2026-05-16 03:10:05.601026,1980.43,CONFIRMED
ord_a3d623c3,cust_3e2b9a91,quote_fca93426,2026-04-25 01:10:05.601026,2257.89,CONFIRMED
ord_ff7ab2b5,cust_802f59e0,quote_4925f40f,2026-08-21 03:10:05.601026,513.8,CONFIRMED
ord_41fbd57d,cust_88dc3738,quote_b37d7e87,2026-04-24 13:10:05.601026,3214.16,CONFIRMED
ord_24363310,cust_bc936013,quote_79b78de9,2025-12-24 19:10:05.601026,2714.13,CONFIRMED
ord_1b896845,cust_ceb41cd8,quote_ebf8d370,2026-07-09 00:10:05.601026,891.6500000000001,CONFIRMED
ord_74ba7d95,cust_5e885041,quote_290a4076,2026-06-16 06:10:05.601026,569.94,CONFIRMED
ord_57713c81,cust_ceb41cd8,quote_e308de5b,2026-01-17 14:10:05.601026,1889.51,CONFIRMED
ord_af8fade8,cust_efe291d0,quote_cf463198,2025-12-03 05:10:05.601026,494.1700000000001,CONFIRMED
ord_a1c5cb53,cust_7a79b0e8,quote_79475215,2025-12-24 07:10:05.601026,1123.13,CONFIRMED
ord_1718db7a,cust_1226e2b4,quote_a7cae4dc,2026-08-07 18:10:05.601026,3802.69,CONFIRMED
ord_9f974f0f,cust_715a01aa,quote_487ecbe9,2026-05-22 23:10:05.601026,5783.5,CONFIRMED
ord_8902b84f,cust_405b3327,quote_68444243,2026-07-13 01:10:05.601026,5826.3099999999995,CONFIRMED
ord_7f613822,cust_ce1f66a4,quote_9ae92b75,2026-02-06 11:10:05.601026,3213.7000000000003,CONFIRMED
ord_4fe2403c,cust_69492daf,quote_6d9aa000,2025-12-21 20:10:05.601026,12793.38,CONFIRMED
ord_5b713efc,cust_a1d12aca,quote_5b9af37d,2026-08-14 19:10:05.601026,416.91999999999996,CONFIRMED
ord_5b5a40d9,cust_a2b0c037,quote_c0dcd61c,2026-03-12 23:10:05.601026,1700.6499999999999,CONFIRMED
ord_c8ef9870,cust_1ba4a61c,quote_b8bd5cf0,2026-05-08 15:10:05.601026,2761.9900000000002,CONFIRMED
ord_491114a6,cust_42587fc7,quote_9e2c542a,2025-11-27 09:10:05.601026,200.7,CONFIRMED
ord_eee252e6,cust_35bcb900,quote_e93fc500,2026-08-31 13:10:05.601026,4177.99,CONFIRMED
ord_49c2771d,cust_16c62d60,quote_1acd144d,2026-08-03 19:10:05.601026,3990.69,CONFIRMED
ord_4e603b92,cust_4e5d5042,quote_4f56533f,2026-02-06 01:10:05.601026,172.24999999999997,CONFIRMED
ord_d29b0b6b,cust_4d188ce5,quote_ff793d0c,2025-12-29 21:10:05.601026,2971.84,CONFIRMED
ord_d377f255,cust_faaa7a40,quote_057c6cc8,2026-08-19 05:10:05.601026,7022.99,CONFIRMED
ord_1b1c232d,cust_b0bce66f,quote_a5f48273,2026-01-05 16:10:05.601026,501.46,CONFIRMED
ord_3bec9845,cust_f6647730,quote_6a278e9e,2025-12-02 05:10:05.601026,368.54999999999995,CONFIRMED
ord_713e188c,cust_79ddb8e2,quote_59cb7f5d,2026-07-03 03:10:05.601026,436.5,CONFIRMED
ord_e21ef8e6,cust_8c59fa3f,quote_5d5bff4e,2026-02-16 13:10:05.601026,3429.1600000000003,CONFIRMED
ord_164dc640,cust_d1ed441a,quote_bcf04f4a,2026-07-09 23:10:05.601026,1289.6100000000001,CONFIRMED
ord_8f26ea98,cust_1ff88c64,quote_4998f91c,2025-11-18 11:10:05.601026,452.85,CONFIRMED
ord_2e24c228,cust_cf13c2af,quote_bd8b0b93,2026-07-27 13:10:05.601026,397.81,CONFIRMED
ord_d9440477,cust_e7123a90,quote_8036bbf3,2025-12-27 12:10:05.601026,418.44,CONFIRMED
ord_12537cd6,cust_b2c27d93,quote_a4e41506,2026-05-05 18:10:05.601026,1613.9099999999999,CONFIRMED
ord_abd185f1,cust_b0bce66f,quote_4cd07bd2,2026-07-01 04:10:05.601026,1654.68,CONFIRMED
ord_26a02688,cust_4e5d5042,quote_fe52bbf0,2026-05-30 13:10:05.601026,2445.2799999999997,CONFIRMED
ord_819b2f21,cust_3e2b9a91,quote_02e7e6e3,2025-10-10 02:10:05.601026,2241.06,CONFIRMED
ord_a55b0235,cust_8bb8f56a,quote_cbc81ad8,2026-03-16 17:10:05.601026,1441.13,CONFIRMED
ord_ca029d3f,cust_275958e1,quote_7d0eb8da,2026-02-14 12:10:05.601026,11033.3,CONFIRMED
ord_26d44e5b,cust_42587fc7,quote_e623d34e,2026-06-28 15:10:05.601026,3094.75,CONFIRMED
ord_051454d5,cust_7f9dd2bf,quote_1cb3a643,2025-11-07 22:10:05.601026,3062.38,CONFIRMED
ord_3ee114db,cust_405b3327,quote_52c05984,2026-07-02 16:10:05.601026,451.02,CONFIRMED
ord_ac69f3df,cust_c3571491,quote_e6e3b98d,2025-10-31 08:10:05.601026,4536.88,CONFIRMED
ord_e465b0ce,cust_6cd93739,quote_e0ec5644,2026-06-24 20:10:05.601026,1506.74,CONFIRMED
ord_cfd0a45f,cust_e5e2a4d0,quote_7d0410cf,2026-09-20 01:10:05.601026,930.5699999999999,CONFIRMED
ord_d4d515d5,cust_d1ed441a,quote_40b70b2a,2026-03-08 00:10:05.601026,2467.88,CONFIRMED
ord_ee7a51ac,cust_969bf7c5,quote_0ebaf486,2026-03-24 13:10:05.601026,231.96000000000004,CONFIRMED
ord_b597fd19,cust_83055eb2,quote_6f45df54,2026-03-17 09:10:05.601026,632.53,CONFIRMED
ord_e39ddfb5,cust_c4924c0b,quote_8eb21c01,2026-07-23 15:10:05.601026,1905.4,CONFIRMED
ord_4bd82234,cust_4c4e219c,quote_ce18517b,2025-09-21 15:10:05.601026,411.63,CONFIRMED
ord_b56087ab,cust_715a01aa,quote_33e3c770,2026-08-31 00:10:05.601026,3137.26,CONFIRMED
ord_06b0b1d1,cust_b2c27d93,quote_a0a756b5,2026-04-21 04:10:05.601026,5380.47,CONFIRMED
ord_cc7b87c6,cust_fa1faded,quote_9a4d7152,2025-10-23 21:10:05.601026,4545.69,CONFIRMED
ord_50932d32,cust_6cd93739,quote_44cdd529,2026-07-17 05:10:05.601026,739.4,CONFIRMED
ord_07f4d05a,cust_b8d41557,quote_d8694d10,2026-05-28 08:10:05.601026,2882.68,CONFIRMED
ord_64ce7307,cust_6cd93739,quote_526a379b,2025-11-18 21:10:05.601026,4412.570000000001,CONFIRMED
ord_7cc0ae9b,cust_c3571491,quote_bf582f3b,2026-06-13 01:10:05.601026,769.87,CONFIRMED
ord_270e161c,cust_215bbb49,quote_68e84215,2026-02-25 08:10:05.601026,5468.56,CONFIRMED
ord_da84b05e,cust_8bb8f56a,quote_52e572be,2026-02-20 19:10:05.601026,6540.93,CONFIRMED
ord_ab5bf893,cust_5329889c,quote_db0ab351,2026-08-12 08:10:05.601026,3892.7300000000005,CONFIRMED
ord_8ce95799,cust_c4924c0b,quote_fe6bf0b5,2026-06-15 11:10:05.601026,1048.63,CONFIRMED
ord_41b0108c,cust_6cd93739,quote_20b21eab,2026-05-15 00:10:05.601026,1425.24,CONFIRMED
ord_3349df2a,cust_e7123a90,quote_9d6635a1,2026-05-16 07:10:05.601026,1890.5900000000001,CONFIRMED
ord_8021fd26,cust_bc936013,quote_a1caa373,2025-11-08 20:10:05.601026,535.5600000000001,CONFIRMED
ord_a946b128,cust_215bbb49,quote_4957c99c,2026-07-09 06:10:05.601026,529.55,CONFIRMED
ord_121e4245,cust_c0594b54,quote_18c20856,2026-03-23 15:10:05.601026,541.3,CONFIRMED
ord_1244e902,cust_3e2b9a91,quote_dc32a2e7,2026-08-04 20:10:05.601026,367.38000000000005,CONFIRMED
ord_ff96af70,cust_3e7091d4,quote_2242fb06,2025-10-19 09:10:05.601026,4513.4,CONFIRMED
ord_751c35d1,cust_f6330c6d,quote_3a0859c3,2026-03-15 17:10:05.601026,1513.3899999999999,CONFIRMED
ord_8fe0e080,cust_db6dac0a,quote_b3e80871,2025-12-24 04:10:05.601026,1408.92,CONFIRMED
ord_194b5fde,cust_1ba4a61c,quote_9ab361ea,2025-10-23 00:10:05.601026,558.47,CONFIRMED
ord_737fef54,cust_ceb41cd8,quote_ba7d305f,2025-10-17 15:10:05.601026,4684.37,CONFIRMED
ord_9a6815af,cust_b4a9dca3,quote_668f49e6,2025-12-03 17:10:05.601026,1138.47,CONFIRMED
ord_3c91c8d3,cust_405b3327,quote_f80c2b39,2026-02-18 03:10:05.601026,1218.73,CONFIRMED
ord_064126c7,cust_a1d12aca,quote_86338960,2025-09-18 21:10:05.601026,1717.36,CONFIRMED
ord_c42c4ea2,cust_12b82827,quote_9429b0b1,2026-01-13 15:10:05.601026,93.61,CONFIRMED
ord_7050cffc,cust_215bbb49,quote_ae27469a,2026-05-10 09:10:05.601026,1239.15,CONFIRMED
ord_6f84925e,cust_94257e9c,quote_938444ca,2025-10-26 09:10:05.601026,303.77,CONFIRMED
ord_1004dcc1,cust_6449b0f4,quote_0eb4ae9f,2026-02-15 23:10:05.601026,3349.88,CONFIRMED
ord_e5b862e6,cust_94257e9c,quote_65c2466d,2026-06-10 16:10:05.601026,4187.53,CONFIRMED
ord_3a4eecb4,cust_94257e9c,quote_05434570,2025-12-16 01:10:05.601026,715.28,CONFIRMED
ord_60d6a6d7,cust_ce1f66a4,quote_417d5077,2026-03-01 12:10:05.601026,1310.02,CONFIRMED
ord_22ca2e91,cust_5fb65258,quote_630e6517,2026-04-07 03:10:05.601026,3846.8499999999995,CONFIRMED
ord_62f5c202,cust_c56c6575,quote_0ad7f529,2026-02-26 23:10:05.601026,2075.4399999999996,CONFIRMED
ord_6b791f88,cust_560682aa,quote_90aa1f18,2026-08-20 16:10:05.601026,5904.3,CONFIRMED
ord_b39b5cdf,cust_fb37096e,quote_52d19ea3,2026-08-06 20:10:05.601026,48.48,CONFIRMED
ord_f4d27180,cust_e5e2a4d0,quote_3d96d1d5,2026-02-27 20:10:05.601026,3035.76,CONFIRMED
ord_1db41f4c,cust_e5e2a4d0,quote_e4d42c0c,2026-02-11 05:10:05.601026,1202.31,CONFIRMED
ord_a6cfac08,cust_88dc3738,quote_b6521adf,2026-01-28 22:10:05.601026,6062.1,CONFIRMED
ord_86e158a1,cust_12b82827,quote_0dbcc4c0,2026-02-25 05:10:05.601026,872.3100000000001,CONFIRMED
ord_c41b3501,cust_1ff5ebdc,quote_f032df93,2026-01-14 15:10:05.601026,836.4000000000001,CONFIRMED
ord_32f9b9b6,cust_c530da41,quote_31bad0b7,2026-02-10 03:10:05.601026,2546.18,CONFIRMED
ord_dc5b353e,cust_6bebe3ea,quote_85978745,2026-04-29 16:10:05.601026,5015.38,CONFIRMED
ord_633a0912,cust_4604301d,quote_a52dc623,2025-11-07 22:10:05.601026,3834.7400000000002,CONFIRMED
ord_0740475d,cust_0b27ce82,quote_be0fa530,2026-08-06 23:10:05.601026,4271.92,CONFIRMED
ord_df02f34d,cust_969bf7c5,quote_f2a42e29,2025-09-27 11:10:05.601026,3658.49,CONFIRMED
ord_92f774a4,cust_12b82827,quote_796467ac,2026-04-12 19:10:05.601026,2884.79,CONFIRMED
ord_ad16ae09,cust_ebc95cba,quote_bc69f4f3,2026-02-09 13:10:05.601026,1394.83,CONFIRMED
ord_aedb04ad,cust_b2c27d93,quote_7de6c1a0,2025-11-29 01:10:05.601026,11426.09,CONFIRMED
ord_a13da446,cust_f4e1755e,quote_3c20acc6,2025-12-25 20:10:05.601026,824.49,CONFIRMED
ord_a04d5579,cust_8035f667,quote_30e04d03,2026-06-21 08:10:05.601026,2602.11,CONFIRMED
ord_e2e7e198,cust_4c4e219c,quote_7121056b,2026-04-19 03:10:05.601026,3036.2599999999998,CONFIRMED
ord_dcb95df4,cust_b47eadfa,quote_157fac2d,2026-03-02 08:10:05.601026,1494.05,CONFIRMED
ord_ec4986b5,cust_f6330c6d,quote_cbff89d9,2025-09-25 06:10:05.601026,4580.13,CONFIRMED
ord_0a44b30f,cust_3880925b,quote_d235e579,2026-07-25 13:10:05.601026,8132.030000000001,CONFIRMED
ord_d4502558,cust_e7123a90,quote_e2628d6b,2026-05-10 08:10:05.601026,787.04,CONFIRMED
ord_a75e5910,cust_16c62d60,quote_bbe423d8,2026-07-20 19:10:05.601026,2085.3,CONFIRMED
ord_46cfc5b0,cust_4e5d5042,quote_d51f3ff8,2026-06-25 17:10:05.601026,4936.74,CONFIRMED
ord_a47f757b,cust_8bb8f56a,quote_b55d8955,2026-08-23 01:10:05.601026,2714.85,CONFIRMED
ord_a6ca4229,cust_1ff88c64,quote_28bfa5be,2026-08-17 23:10:05.601026,1596.02,CONFIRMED
ord_6dedbadf,cust_3e7091d4,quote_17685702,2026-04-08 09:10:05.601026,3143.79,CONFIRMED
ord_7bf0c619,cust_69492daf,quote_1393c28f,2026-08-07 10:10:05.601026,3230.7000000000003,CONFIRMED
ord_29099f1d,cust_1ff88c64,quote_4aae1aa5,2025-10-23 06:10:05.601026,1106.08,CONFIRMED
ord_d1a0a2f0,cust_322bbdef,quote_e26b2ebc,2026-04-05 04:10:05.601026,438.39000000000004,CONFIRMED
ord_dfc9a802,cust_1226e2b4,quote_dc1e2191,2026-09-01 16:10:05.601026,3899.0499999999997,CONFIRMED
ord_8045e56a,cust_57020bdd,quote_d499796c,2025-09-22 14:10:05.601026,459.63,CONFIRMED
ord_d5d4c744,cust_5fb65258,quote_9814c182,2025-10-26 20:10:05.601026,1562.3899999999999,CONFIRMED
ord_b705969e,cust_35bcb900,quote_3feee5b0,2025-11-25 02:10:05.601026,1813.87,CONFIRMED
ord_32aded62,cust_802f59e0,quote_c8c752c8,2026-02-28 01:10:05.601026,614.6300000000001,CONFIRMED
ord_0216ca19,cust_5199088a,quote_390c8793,2026-03-09 20:10:05.601026,306.6,CONFIRMED
ord_42bb8034,cust_88dc3738,quote_06f964a3,2026-07-21 12:10:05.601026,2351.7000000000003,CONFIRMED
ord_25024c12,cust_0b27ce82,quote_21f53b55,2026-01-04 15:10:05.601026,2572.12,CONFIRMED
ord_5b7e73d1,cust_8cdf7d4e,quote_10708daf,2026-02-21 17:10:05.601026,3712.39,CONFIRMED
ord_50c5659d,cust_898c54d5,quote_9fc684c6,2026-03-23 08:10:05.601026,2804.8399999999997,CONFIRMED
ord_f1f65e95,cust_b5f9471e,quote_40707fe5,2026-06-02 03:10:05.601026,872.41,CONFIRMED
ord_ac7be8a1,cust_d1ed441a,quote_9a1e9ea6,2025-12-25 15:10:05.601026,705.65,CONFIRMED
ord_8531b36a,cust_5329889c,quote_34fbe5ad,2026-04-02 01:10:05.601026,3141.97,CONFIRMED
ord_79178231,cust_0b27ce82,quote_db80d141,2026-02-16 02:10:05.601026,620.91,CONFIRMED
ord_eedcfc66,cust_e7123a90,quote_744b25b0,2025-12-02 11:10:05.601026,479.69000000000005,CONFIRMED
ord_9a0c8b16,cust_5329889c,quote_425d310a,2026-09-12 23:10:05.601026,276.79,CONFIRMED
ord_e174c69b,cust_b4a9dca3,quote_dc7d1837,2026-07-22 12:10:05.601026,4149.28,CONFIRMED
ord_4d103e28,cust_3f9d4565,quote_68044dde,2025-11-29 14:10:05.601026,304.02,CONFIRMED
ord_43b378c5,cust_898c54d5,quote_3bcb7ebb,2026-02-17 11:10:05.601026,638.64,CONFIRMED
