event_id,quotation_id,event_type,actor_id,actor_type,created_at,metadata
evt_9a5b0595,quote_4b041447,PRODUCT_ADDED,rep_26645e7c,SALES_REP,2026-05-30 18:18:05.601026,{}
evt_e6ff0dee,quote_4b041447,DISCOUNT_APPLIED,rep_26645e7c,SALES_REP,2026-05-30 19:02:05.601026,{}
evt_923aca12,quote_4b041447,QUOTE_SENT,rep_26645e7c,SALES_REP,2026-05-31 19:02:05.601026,{}
evt_5269f432,quote_4b041447,CUSTOMER_VIEWED,rep_26645e7c,SALES_REP,2026-06-01 19:02:05.601026,{}
evt_cc67c7e3,quote_4b041447,ORDER_CONFIRMED,rep_26645e7c,SALES_REP,2026-06-03 19:02:05.601026,{}
evt_867a40f8,quote_5eb73df2,QUOTE_CREATED,rep_76071164,SALES_REP,2025-10-13 11:10:05.601026,{}
evt_1fa9a2b2,quote_5eb73df2,PRODUCT_ADDED,rep_76071164,SALES_REP,2025-10-13 12:05:05.601026,{}
evt_88eb1f75,quote_5eb73df2,DISCOUNT_APPLIED,rep_76071164,SALES_REP,2025-10-13 12:50:05.601026,{}
evt_694c6c60,quote_5eb73df2,QUOTE_SENT,rep_76071164,SALES_REP,2025-10-14 07:50:05.601026,{}
evt_3aa32f8e,quote_5eb73df2,CUSTOMER_VIEWED,rep_76071164,SALES_REP,2025-10-16 07:50:05.601026,{}
evt_b22343f9,quote_5eb73df2,APPROVAL_REQUESTED,rep_76071164,SALES_REP,2025-10-16 16:50:05.601026,{}
evt_1bc8dce6,quote_5eb73df2,APPROVED,rep_76071164,SALES_REP,2025-10-18 16:50:05.601026,{}
evt_6a465de6,quote_5eb73df2,ORDER_CONFIRMED,rep_76071164,SALES_REP,2025-10-24 16:50:05.601026,{}
evt_fff9798e,quote_47add2fc,QUOTE_CREATED,rep_e08a1589,SALES_REP,2026-07-07 05:10:05.601026,{}
evt_8b8a943e,quote_47add2fc,PRODUCT_ADDED,rep_e08a1589,SALES_REP,2026-07-07 05:43:05.601026,{}
evt_129db0cb,quote_47add2fc,DISCOUNT_APPLIED,rep_e08a1589,SALES_REP,2026-07-07 05:53:05.601026,{}
evt_0f6ae91c,quote_47add2fc,QUOTE_SENT,rep_e08a1589,SALES_REP,2026-07-08 01:53:05.601026,{}
evt_58036a77,quote_47add2fc,CUSTOMER_VIEWED,rep_e08a1589,SALES_REP,2026-07-09 01:53:05.601026,{}
evt_84312658,quote_62e6b9a4,QUOTE_CREATED,rep_d5902688,SALES_REP,2026-01-11 06:10:05.601026,{}
evt_06f9bd42,quote_62e6b9a4,PRODUCT_ADDED,rep_d5902688,SALES_REP,2026-01-11 06:45:05.601026,{}
evt_6290366e,quote_62e6b9a4,DISCOUNT_APPLIED,rep_d5902688,SALES_REP,2026-01-11 07:23:05.601026,{}
evt_edffc25f,quote_62e6b9a4,QUOTE_SENT,rep_d5902688,SALES_REP,2026-01-12 04:23:05.601026,{}
evt_8c95ac23,quote_62e6b9a4,CUSTOMER_VIEWED,rep_d5902688,SALES_REP,2026-01-16 04:23:05.601026,{}
evt_57f246a0,quote_582208c6,QUOTE_CREATED,rep_03d99ec4,SALES_REP,2026-07-27 21:10:05.601026,{}
evt_21308273,quote_582208c6,PRODUCT_ADDED,rep_03d99ec4,SALES_REP,2026-07-27 21:36:05.601026,{}
evt_ea71eafd,quote_582208c6,DISCOUNT_APPLIED,rep_03d99ec4,SALES_REP,2026-07-27 22:01:05.601026,{}
evt_5b4c62d1,quote_582208c6,QUOTE_SENT,rep_03d99ec4,SALES_REP,2026-07-28 20:01:05.601026,{}
evt_18af8bc3,quote_582208c6,CUSTOMER_VIEWED,rep_03d99ec4,SALES_REP,2026-07-29 20:01:05.601026,{}
evt_ed7d9606,quote_582208c6,ORDER_CONFIRMED,rep_03d99ec4,SALES_REP,2026-08-01 20:01:05.601026,{}
evt_e6943534,quote_e6cd6420,QUOTE_CREATED,rep_221b7f39,SALES_REP,2026-02-13 14:10:05.601026,{}
evt_fdda8fee,quote_e6cd6420,PRODUCT_ADDED,rep_221b7f39,SALES_REP,2026-02-13 14:47:05.601026,{}
evt_c52b232d,quote_e6cd6420,DISCOUNT_APPLIED,rep_221b7f39,SALES_REP,2026-02-13 15:44:05.601026,{}
evt_ac56c6c1,quote_e6cd6420,QUOTE_SENT,rep_221b7f39,SALES_REP,2026-02-13 16:44:05.601026,{}
evt_03e51ff9,quote_e6cd6420,CUSTOMER_VIEWED,rep_221b7f39,SALES_REP,2026-02-18 16:44:05.601026,{}
evt_6111ba3b,quote_e6cd6420,ORDER_CONFIRMED,rep_221b7f39,SALES_REP,2026-02-19 16:44:05.601026,{}
evt_243bcb55,quote_bf1c3871,QUOTE_CREATED,rep_f976f2b3,SALES_REP,2025-12-18 14:10:05.601026,{}
evt_05785a5e,quote_bf1c3871,PRODUCT_ADDED,rep_f976f2b3,SALES_REP,2025-12-18 14:25:05.601026,{}
evt_0da0097c,quote_bf1c3871,DISCOUNT_APPLIED,rep_f976f2b3,SALES_REP,2025-12-18 14:49:05.601026,{}
evt_ad32d5ab,quote_bf1c3871,QUOTE_SENT,rep_f976f2b3,SALES_REP,2025-12-19 08:49:05.601026,{}
evt_8333b57d,quote_bf1c3871,CUSTOMER_VIEWED,rep_f976f2b3,SALES_REP,2025-12-20 08:49:05.601026,{}
evt_595155fa,quote_2ff02b98,QUOTE_CREATED,rep_221b7f39,SALES_REP,2026-04-29 09:10:05.601026,{}
evt_4db76f87,quote_2ff02b98,PRODUCT_ADDED,rep_221b7f39,SALES_REP,2026-04-29 09:45:05.601026,{}
evt_30b69aa2,quote_2ff02b98,DISCOUNT_APPLIED,rep_221b7f39,SALES_REP,2026-04-29 10:05:05.601026,{}
evt_5ecd533c,quote_2ff02b98,QUOTE_SENT,rep_221b7f39,SALES_REP,2026-04-30 01:05:05.601026,{}
evt_49687402,quote_2ff02b98,CUSTOMER_VIEWED,rep_221b7f39,SALES_REP,2026-05-05 01:05:05.601026,{}
evt_a3627ab6,quote_2ff02b98,COUNTER_OFFER,rep_221b7f39,SALES_REP,2026-05-06 01:05:05.601026,{}
evt_a8daa068,quote_2ff02b98,QUOTE_REVISED,rep_221b7f39,SALES_REP,2026-05-07 01:05:05.601026,{}
evt_6a76b31e,quote_2ff02b98,REJECTED,rep_221b7f39,SALES_REP,2026-05-14 01:05:05.601026,{}
evt_d07703fd,quote_1f0e4079,QUOTE_CREATED,rep_e08a1589,SALES_REP,2026-04-05 16:10:05.601026,{}
evt_853ab89e,quote_1f0e4079,PRODUCT_ADDED,rep_e08a1589,SALES_REP,2026-04-05 16:57:05.601026,{}
evt_c2e01544,quote_1f0e4079,DISCOUNT_APPLIED,rep_e08a1589,SALES_REP,2026-04-05 17:33:05.601026,{}
evt_c7317d20,quote_1f0e4079,QUOTE_SENT,rep_e08a1589,SALES_REP,2026-04-05 22:33:05.601026,{}
evt_d6799250,quote_1f0e4079,CUSTOMER_VIEWED,rep_e08a1589,SALES_REP,2026-04-09 22:33:05.601026,{}
evt_204b6aec,quote_1f0e4079,ORDER_CONFIRMED,rep_e08a1589,SALES_REP,2026-04-12 22:33:05.601026,{}
evt_731893fe,quote_b35782e3,QUOTE_CREATED,rep_26645e7c,SALES_REP,2026-01-06 00:10:05.601026,{}
evt_0ae13b73,quote_b35782e3,PRODUCT_ADDED,rep_26645e7c,SALES_REP,2026-01-06 00:35:05.601026,{}
evt_fb1eff56,quote_b35782e3,DISCOUNT_APPLIED,rep_26645e7c,SALES_REP,2026-01-06 01:27:05.601026,{}
evt_a8ce5457,quote_b35782e3,QUOTE_SENT,rep_26645e7c,SALES_REP,2026-01-06 17:27:05.601026,{}
evt_fc85e174,quote_b35782e3,CUSTOMER_VIEWED,rep_26645e7c,SALES_REP,2026-01-10 17:27:05.601026,{}
evt_024cbf75,quote_cd3007e3,QUOTE_CREATED,rep_4fd63151,SALES_REP,2026-05-16 07:10:05.601026,{}
evt_5e8363c6,quote_cd3007e3,PRODUCT_ADDED,rep_4fd63151,SALES_REP,2026-05-16 07:21:05.601026,{}
evt_98a00243,quote_cd3007e3,DISCOUNT_APPLIED,rep_4fd63151,SALES_REP,2026-05-16 08:21:05.601026,{}
evt_bd0a33dd,quote_cd3007e3,QUOTE_SENT,rep_4fd63151,SALES_REP,2026-05-16 23:21:05.601026,{}
evt_b64ed6f3,quote_cd3007e3,CUSTOMER_VIEWED,rep_4fd63151,SALES_REP,2026-05-17 23:21:05.601026,{}
evt_1642dc2a,quote_cd3007e3,REJECTED,rep_4fd63151,SALES_REP,2026-05-21 23:21:05.601026,{}
evt_d3361cbf,quote_48be5afb,QUOTE_CREATED,rep_4fd63151,SALES_REP,2026-04-03 02:10:05.601026,{}
evt_8d6dfda1,quote_48be5afb,PRODUCT_ADDED,rep_4fd63151,SALES_REP,2026-04-03 02:31:05.601026,{}
evt_ef6e9d61,quote_48be5afb,DISCOUNT_APPLIED,rep_4fd63151,SALES_REP,2026-04-03 02:57:05.601026,{}
evt_bf41809f,quote_48be5afb,QUOTE_SENT,rep_4fd63151,SALES_REP,2026-04-03 22:57:05.601026,{}
evt_e4e954b7,quote_48be5afb,CUSTOMER_VIEWED,rep_4fd63151,SALES_REP,2026-04-07 22:57:05.601026,{}
evt_0c615cfd,quote_48be5afb,ORDER_CONFIRMED,rep_4fd63151,SALES_REP,2026-04-14 22:57:05.601026,{}
evt_5e66447b,quote_e075f963,QUOTE_CREATED,rep_f976f2b3,SALES_REP,2026-07-18 08:10:05.601026,{}
evt_064d46cc,quote_e075f963,PRODUCT_ADDED,rep_f976f2b3,SALES_REP,2026-07-18 09:03:05.601026,{}
evt_42efdf4e,quote_e075f963,DISCOUNT_APPLIED,rep_f976f2b3,SALES_REP,2026-07-18 09:48:05.601026,{}
evt_30c71b42,quote_e075f963,QUOTE_SENT,rep_f976f2b3,SALES_REP,2026-07-19 08:48:05.601026,{}
evt_8eaba913,quote_e075f963,CUSTOMER_VIEWED,rep_f976f2b3,SALES_REP,2026-07-20 08:48:05.601026,{}
evt_a8d4e2fb,quote_e075f963,ORDER_CONFIRMED,rep_f976f2b3,SALES_REP,2026-07-26 08:48:05.601026,{}
evt_68444125,quote_accc42d3,QUOTE_CREATED,rep_b548fdfc,SALES_REP,2026-04-13 10:10:05.601026,{}
evt_75b6de58,quote_accc42d3,PRODUCT_ADDED,rep_b548fdfc,SALES_REP,2026-04-13 11:05:05.601026,{}
evt_1fbf1cb0,quote_accc42d3,DISCOUNT_APPLIED,rep_b548fdfc,SALES_REP,2026-04-13 11:21:05.601026,{}
evt_b0441865,quote_accc42d3,QUOTE_SENT,rep_b548fdfc,SALES_REP,2026-04-13 17:21:05.601026,{}
evt_3032d129,quote_accc42d3,CUSTOMER_VIEWED,rep_b548fdfc,SALES_REP,2026-04-15 17:21:05.601026,{}
evt_5b5ad8a2,quote_accc42d3,COUNTER_OFFER,rep_b548fdfc,SALES_REP,2026-04-17 17:21:05.601026,{}
evt_35107362,quote_accc42d3,QUOTE_REVISED,rep_b548fdfc,SALES_REP,2026-04-18 17:21:05.601026,{}
evt_0f36ac50,quote_accc42d3,ORDER_CONFIRMED,rep_b548fdfc,SALES_REP,2026-04-22 17:21:05.601026,{}
evt_77cc36b3,quote_f44be986,QUOTE_CREATED,rep_f976f2b3,SALES_REP,2026-05-01 15:10:05.601026,{}
evt_1d109cf7,quote_f44be986,PRODUCT_ADDED,rep_f976f2b3,SALES_REP,2026-05-01 15:37:05.601026,{}
evt_38deb56d,quote_f44be986,DISCOUNT_APPLIED,rep_f976f2b3,SALES_REP,2026-05-01 16:19:05.601026,{}
evt_e969e6e7,quote_f44be986,QUOTE_SENT,rep_f976f2b3,SALES_REP,2026-05-02 02:19:05.601026,{}
evt_e7426799,quote_f44be986,CUSTOMER_VIEWED,rep_f976f2b3,SALES_REP,2026-05-06 02:19:05.601026,{}
evt_668610ff,quote_f44be986,REJECTED,rep_f976f2b3,SALES_REP,2026-05-10 02:19:05.601026,{}
evt_f769dfa0,quote_1aabbed4,QUOTE_CREATED,rep_26645e7c,SALES_REP,2026-03-20 21:10:05.601026,{}
evt_94ce8dd8,quote_1aabbed4,PRODUCT_ADDED,rep_26645e7c,SALES_REP,2026-03-20 21:53:05.601026,{}
evt_34d8d192,quote_1aabbed4,DISCOUNT_APPLIED,rep_26645e7c,SALES_REP,2026-03-20 22:45:05.601026,{}
evt_91f6bd9b,quote_1aabbed4,QUOTE_SENT,rep_26645e7c,SALES_REP,2026-03-21 14:45:05.601026,{}
evt_dda6fe6a,quote_1aabbed4,CUSTOMER_VIEWED,rep_26645e7c,SALES_REP,2026-03-24 14:45:05.601026,{}
evt_df2cac4e,quote_c579faca,QUOTE_CREATED,rep_b548fdfc,SALES_REP,2025-12-27 02:10:05.601026,{}
evt_71449d4c,quote_c579faca,PRODUCT_ADDED,rep_b548fdfc,SALES_REP,2025-12-27 02:21:05.601026,{}
evt_fd64ac50,quote_c579faca,DISCOUNT_APPLIED,rep_b548fdfc,SALES_REP,2025-12-27 03:06:05.601026,{}
evt_e8dfe562,quote_c579faca,QUOTE_SENT,rep_b548fdfc,SALES_REP,2025-12-28 00:06:05.601026,{}
evt_94ef9e80,quote_c579faca,CUSTOMER_VIEWED,rep_b548fdfc,SALES_REP,2025-12-29 00:06:05.601026,{}
evt_2dbaf22a,quote_c579faca,ORDER_CONFIRMED,rep_b548fdfc,SALES_REP,2026-01-02 00:06:05.601026,{}
evt_a99c6246,quote_c653e02d,QUOTE_CREATED,rep_b548fdfc,SALES_REP,2026-04-05 11:10:05.601026,{}
evt_2f74eb49,quote_c653e02d,PRODUCT_ADDED,rep_b548fdfc,SALES_REP,2026-04-05 11:47:05.601026,{}
evt_a6dafe44,quote_c653e02d,DISCOUNT_APPLIED,rep_b548fdfc,SALES_REP,2026-04-05 12:09:05.601026,{}
evt_3ed2990b,quote_c653e02d,QUOTE_SENT,rep_b548fdfc,SALES_REP,2026-04-05 18:09:05.601026,{}
evt_7b9639b7,quote_c653e02d,CUSTOMER_VIEWED,rep_b548fdfc,SALES_REP,2026-04-08 18:09:05.601026,{}
evt_19e4d3ef,quote_c653e02d,ORDER_CONFIRMED,rep_b548fdfc,SALES_REP,2026-04-12 18:09:05.601026,{}
evt_6934b4c9,quote_b80ebed4,QUOTE_CREATED,rep_26645e7c,SALES_REP,2026-08-18 05:10:05.601026,{}
evt_c7534175,quote_b80ebed4,PRODUCT_ADDED,rep_26645e7c,SALES_REP,2026-08-18 06:02:05.601026,{}
evt_37537079,quote_b80ebed4,DISCOUNT_APPLIED,rep_26645e7c,SALES_REP,2026-08-18 06:50:05.601026,{}
evt_98b6e377,quote_b80ebed4,QUOTE_SENT,rep_26645e7c,SALES_REP,2026-08-18 15:50:05.601026,{}
evt_ba89e99b,quote_b80ebed4,CUSTOMER_VIEWED,rep_26645e7c,SALES_REP,2026-08-23 15:50:05.601026,{}
evt_54ba03e1,quote_b80ebed4,REJECTED,rep_26645e7c,SALES_REP,2026-08-29 15:50:05.601026,{}
evt_5fb389b4,quote_2c0d9d95,QUOTE_CREATED,rep_221b7f39,SALES_REP,2026-08-16 13:10:05.601026,{}
evt_372bd615,quote_2c0d9d95,PRODUCT_ADDED,rep_221b7f39,SALES_REP,2026-08-16 13:59:05.601026,{}
evt_4349bc50,quote_2c0d9d95,DISCOUNT_APPLIED,rep_221b7f39,SALES_REP,2026-08-16 14:23:05.601026,{}
evt_7576c779,quote_2c0d9d95,QUOTE_SENT,rep_221b7f39,SALES_REP,2026-08-17 11:23:05.601026,{}
evt_abce6f32,quote_2c0d9d95,CUSTOMER_VIEWED,rep_221b7f39,SALES_REP,2026-08-21 11:23:05.601026,{}
evt_6df49725,quote_2c0d9d95,COUNTER_OFFER,rep_221b7f39,SALES_REP,2026-08-22 11:23:05.601026,{}
evt_e4501575,quote_2c0d9d95,QUOTE_REVISED,rep_221b7f39,SALES_REP,2026-08-23 11:23:05.601026,{}
evt_b138e5cd,quote_2c0d9d95,ORDER_CONFIRMED,rep_221b7f39,SALES_REP,2026-08-26 11:23:05.601026,{}
evt_0c75079a,quote_803fecf5,QUOTE_CREATED,rep_71ed5975,SALES_REP,2026-03-14 03:10:05.601026,{}
evt_74bc83e1,quote_803fecf5,PRODUCT_ADDED,rep_71ed5975,SALES_REP,2026-03-14 03:52:05.601026,{}
evt_82f7da0e,quote_803fecf5,DISCOUNT_APPLIED,rep_71ed5975,SALES_REP,2026-03-14 04:44:05.601026,{}
evt_fbae5918,quote_803fecf5,QUOTE_SENT,rep_71ed5975,SALES_REP,2026-03-15 04:44:05.601026,{}
evt_6ce67f3e,quote_803fecf5,CUSTOMER_VIEWED,rep_71ed5975,SALES_REP,2026-03-17 04:44:05.601026,{}
evt_9f19f02b,quote_803fecf5,ORDER_CONFIRMED,rep_71ed5975,SALES_REP,2026-03-23 04:44:05.601026,{}
evt_a0f63c4b,quote_5745977e,QUOTE_CREATED,rep_b548fdfc,SALES_REP,2025-12-25 20:10:05.601026,{}
evt_0ce90860,quote_5745977e,PRODUCT_ADDED,rep_b548fdfc,SALES_REP,2025-12-25 20:58:05.601026,{}
evt_57c39e1d,quote_5745977e,DISCOUNT_APPLIED,rep_b548fdfc,SALES_REP,2025-12-25 21:26:05.601026,{}
evt_b8463dcc,quote_5745977e,QUOTE_SENT,rep_b548fdfc,SALES_REP,2025-12-26 15:26:05.601026,{}
evt_87c46b63,quote_5745977e,CUSTOMER_VIEWED,rep_b548fdfc,SALES_REP,2025-12-29 15:26:05.601026,{}
evt_2a3f9752,quote_5745977e,COUNTER_OFFER,rep_b548fdfc,SALES_REP,2025-12-31 15:26:05.601026,{}
evt_21a1ca34,quote_5745977e,QUOTE_REVISED,rep_b548fdfc,SALES_REP,2026-01-01 15:26:05.601026,{}
evt_d472908a,quote_5745977e,ORDER_CONFIRMED,rep_b548fdfc,SALES_REP,2026-01-02 15:26:05.601026,{}
evt_6bc4a077,quote_8ecd306b,QUOTE_CREATED,rep_b548fdfc,SALES_REP,2026-01-07 10:10:05.601026,{}
evt_b64723a6,quote_8ecd306b,PRODUCT_ADDED,rep_b548fdfc,SALES_REP,2026-01-07 11:03:05.601026,{}
evt_446aa192,quote_8ecd306b,DISCOUNT_APPLIED,rep_b548fdfc,SALES_REP,2026-01-07 11:43:05.601026,{}
evt_8859322e,quote_8ecd306b,QUOTE_SENT,rep_b548fdfc,SALES_REP,2026-01-07 18:43:05.601026,{}
evt_5b3c5448,quote_8ecd306b,CUSTOMER_VIEWED,rep_b548fdfc,SALES_REP,2026-01-12 18:43:05.601026,{}
evt_2bb721d8,quote_8ecd306b,COUNTER_OFFER,rep_b548fdfc,SALES_REP,2026-01-13 18:43:05.601026,{}
evt_5a2a6e82,quote_8ecd306b,QUOTE_REVISED,rep_b548fdfc,SALES_REP,2026-01-15 18:43:05.601026,{}
evt_2c5dd3d8,quote_8ecd306b,ORDER_CONFIRMED,rep_b548fdfc,SALES_REP,2026-01-22 18:43:05.601026,{}
evt_5c146e79,quote_2054ff01,QUOTE_CREATED,rep_e08a1589,SALES_REP,2025-12-03 09:10:05.601026,{}
evt_79c1c6f9,quote_2054ff01,PRODUCT_ADDED,rep_e08a1589,SALES_REP,2025-12-03 09:26:05.601026,{}
evt_35bbccbf,quote_2054ff01,DISCOUNT_APPLIED,rep_e08a1589,SALES_REP,2025-12-03 09:47:05.601026,{}
evt_a09ed945,quote_2054ff01,QUOTE_SENT,rep_e08a1589,SALES_REP,2025-12-03 11:47:05.601026,{}
evt_44fa7b7a,quote_2054ff01,CUSTOMER_VIEWED,rep_e08a1589,SALES_REP,2025-12-05 11:47:05.601026,{}
evt_2bcc132b,quote_2054ff01,REJECTED,rep_e08a1589,SALES_REP,2025-12-10 11:47:05.601026,{}
evt_e06e2e36,quote_25ca35eb,QUOTE_CREATED,rep_221b7f39,SALES_REP,2026-05-06 20:10:05.601026,{}
evt_7d424589,quote_25ca35eb,PRODUCT_ADDED,rep_221b7f39,SALES_REP,2026-05-06 20:44:05.601026,{}
evt_02128519,quote_25ca35eb,DISCOUNT_APPLIED,rep_221b7f39,SALES_REP,2026-05-06 21:30:05.601026,{}
evt_ce308db0,quote_25ca35eb,QUOTE_SENT,rep_221b7f39,SALES_REP,2026-05-06 22:30:05.601026,{}
evt_b82c4cd7,quote_25ca35eb,CUSTOMER_VIEWED,rep_221b7f39,SALES_REP,2026-05-07 22:30:05.601026,{}
evt_f6256e12,quote_25ca35eb,ORDER_CONFIRMED,rep_221b7f39,SALES_REP,2026-05-14 22:30:05.601026,{}
evt_546f5b57,quote_9c8c0f7e,QUOTE_CREATED,rep_221b7f39,SALES_REP,2026-02-17 01:10:05.601026,{}
evt_5114802a,quote_9c8c0f7e,PRODUCT_ADDED,rep_221b7f39,SALES_REP,2026-02-17 01:55:05.601026,{}
evt_8b01e837,quote_9c8c0f7e,DISCOUNT_APPLIED,rep_221b7f39,SALES_REP,2026-02-17 02:37:05.601026,{}
evt_a9668c83,quote_9c8c0f7e,QUOTE_SENT,rep_221b7f39,SALES_REP,2026-02-17 20:37:05.601026,{}
evt_52540c05,quote_9c8c0f7e,CUSTOMER_VIEWED,rep_221b7f39,SALES_REP,2026-02-20 20:37:05.601026,{}
evt_d6aa6909,quote_20435b8a,QUOTE_CREATED,rep_e08a1589,SALES_REP,2026-04-25 22:10:05.601026,{}
evt_38bcd24d,quote_20435b8a,PRODUCT_ADDED,rep_e08a1589,SALES_REP,2026-04-25 23:10:05.601026,{}
evt_692db96d,quote_20435b8a,DISCOUNT_APPLIED,rep_e08a1589,SALES_REP,2026-04-25 23:28:05.601026,{}
evt_9dd30ade,quote_20435b8a,QUOTE_SENT,rep_e08a1589,SALES_REP,2026-04-26 13:28:05.601026,{}
evt_246dbff6,quote_20435b8a,CUSTOMER_VIEWED,rep_e08a1589,SALES_REP,2026-04-30 13:28:05.601026,{}
evt_de61e541,quote_eb53c74e,QUOTE_CREATED,rep_71ed5975,SALES_REP,2026-03-28 19:10:05.601026,{}
evt_017bf197,quote_eb53c74e,PRODUCT_ADDED,rep_71ed5975,SALES_REP,2026-03-28 19:57:05.601026,{}
evt_b8457b5e,quote_eb53c74e,DISCOUNT_APPLIED,rep_71ed5975,SALES_REP,2026-03-28 20:18:05.601026,{}
evt_d76e50e8,quote_eb53c74e,QUOTE_SENT,rep_71ed5975,SALES_REP,2026-03-29 08:18:05.601026,{}
evt_237c6d7b,quote_eb53c74e,CUSTOMER_VIEWED,rep_71ed5975,SALES_REP,2026-03-31 08:18:05.601026,{}
evt_b526a70e,quote_eb53c74e,REJECTED,rep_71ed5975,SALES_REP,2026-04-04 08:18:05.601026,{}
evt_10141b2b,quote_353f4f73,QUOTE_CREATED,rep_221b7f39,SALES_REP,2025-10-18 08:10:05.601026,{}
evt_ab36f5c5,quote_353f4f73,PRODUCT_ADDED,rep_221b7f39,SALES_REP,2025-10-18 08:50:05.601026,{}
evt_38ad10fe,quote_353f4f73,DISCOUNT_APPLIED,rep_221b7f39,SALES_REP,2025-10-18 09:16:05.601026,{}
evt_42429385,quote_353f4f73,QUOTE_SENT,rep_221b7f39,SALES_REP,2025-10-19 07:16:05.601026,{}
evt_a6c47b13,quote_353f4f73,CUSTOMER_VIEWED,rep_221b7f39,SALES_REP,2025-10-20 07:16:05.601026,{}
evt_c43681a1,quote_353f4f73,REJECTED,rep_221b7f39,SALES_REP,2025-10-27 07:16:05.601026,{}
evt_7927d8a3,quote_ead3c400,QUOTE_CREATED,rep_03d99ec4,SALES_REP,2025-10-01 15:10:05.601026,{}
evt_c8460973,quote_ead3c400,PRODUCT_ADDED,rep_03d99ec4,SALES_REP,2025-10-01 15:47:05.601026,{}
evt_e64fdbae,quote_ead3c400,DISCOUNT_APPLIED,rep_03d99ec4,SALES_REP,2025-10-01 16:05:05.601026,{}
evt_b7ba7510,quote_ead3c400,QUOTE_SENT,rep_03d99ec4,SALES_REP,2025-10-01 21:05:05.601026,{}
evt_39dcd757,quote_ead3c400,CUSTOMER_VIEWED,rep_03d99ec4,SALES_REP,2025-10-05 21:05:05.601026,{}
evt_50d4ca51,quote_ead3c400,COUNTER_OFFER,rep_03d99ec4,SALES_REP,2025-10-06 21:05:05.601026,{}
evt_26fe780a,quote_ead3c400,QUOTE_REVISED,rep_03d99ec4,SALES_REP,2025-10-08 21:05:05.601026,{}
evt_112f42c5,quote_ead3c400,ORDER_CONFIRMED,rep_03d99ec4,SALES_REP,2025-10-15 21:05:05.601026,{}
evt_2ee51d69,quote_87fbe6de,QUOTE_CREATED,rep_76071164,SALES_REP,2026-07-21 01:10:05.601026,{}
evt_391f4410,quote_87fbe6de,PRODUCT_ADDED,rep_76071164,SALES_REP,2026-07-21 01:57:05.601026,{}
evt_d584f7ba,quote_87fbe6de,DISCOUNT_APPLIED,rep_76071164,SALES_REP,2026-07-21 02:55:05.601026,{}
evt_ecab268c,quote_87fbe6de,QUOTE_SENT,rep_76071164,SALES_REP,2026-07-22 01:55:05.601026,{}
evt_fd371ac0,quote_87fbe6de,CUSTOMER_VIEWED,rep_76071164,SALES_REP,2026-07-25 01:55:05.601026,{}
evt_829a6683,quote_87fbe6de,COUNTER_OFFER,rep_76071164,SALES_REP,2026-07-27 01:55:05.601026,{}
