quote_item_id,quotation_id,product_id,quantity,original_price,discount_percentage,discount_amount,final_price,cost_price,margin_amount
qi_dd1b5097,quote_17e2d297,prod_2a053ba0,1,118.08,7.74,9.14,108.94,92.98,15.96
qi_27a7d4ab,quote_17e2d297,prod_53e1d316,1,258.72,7.33,18.97,239.75,134.87,104.88
qi_df77f471,quote_296a8bf3,prod_566c0f49,6,542.11,7.55,245.66,3007.0,424.39,460.66
qi_6ba34eae,quote_296a8bf3,prod_c5ca2c8c,2,432.9,12.64,109.4,756.4,232.13,292.14
qi_2b0a8e1f,quote_9389feae,prod_b9a67276,6,132.34,9.28,73.7,720.34,72.74,283.9
qi_895e8dd1,quote_9389feae,prod_039421d7,2,221.39,10.04,44.45,398.33,117.98,162.37
qi_e3cf648f,quote_82536009,prod_7a535b91,10,941.21,14.36,1351.63,8060.47,552.83,2532.17
qi_fc730b44,quote_b6b0f373,prod_bcde7343,8,103.88,11.88,98.7,732.34,76.74,118.42
qi_7586938f,quote_3b9ffe8b,prod_b2f3a8f7,4,101.33,7.43,30.11,375.21,55.14,154.65
qi_7ba873ab,quote_9cf222fa,prod_b9a67276,3,132.34,6.79,26.95,370.07,72.74,151.85
qi_9748f3c0,quote_9cf222fa,prod_2a053ba0,1,118.08,11.45,13.52,104.56,92.98,11.58
qi_3f8f31ad,quote_5ae1a61d,prod_c5ca2c8c,2,432.9,9.63,83.36,782.44,232.13,318.18
qi_c9d9faf7,quote_d95c5c0b,prod_cb6fc0eb,1,623.98,38.84,242.35,381.63,498.78,-117.15
qi_f9e35842,quote_bc5facd1,prod_5d2d5599,8,99.34,12.22,97.12,697.6,56.01,249.52
qi_93e96a65,quote_bc5facd1,prod_761255b4,5,377.23,8.64,163.01,1723.14,238.42,531.04
qi_2ad45017,quote_7b65001c,prod_b9a67276,9,132.34,15.33,182.6,1008.46,72.74,353.8
qi_aa12e2fb,quote_7b65001c,prod_761255b4,1,377.23,11.66,43.99,333.24,238.42,94.82
qi_465661e3,quote_2625d639,prod_67da2a8c,8,502.85,12.57,505.63,3517.17,390.19,395.65
qi_a9ebde5e,quote_11948019,prod_71507ccd,9,557.35,13.52,678.16,4337.99,361.29,1086.38
qi_5a249b9c,quote_11948019,prod_1a600b85,4,467.29,14.16,264.6,1604.56,370.35,123.16
qi_5171e320,quote_11948019,prod_2a053ba0,1,118.08,10.35,12.22,105.86,92.98,12.88
qi_f939654a,quote_11948019,prod_bfb5489d,1,159.47,13.46,21.47,138.0,108.64,29.36
qi_16559b38,quote_e5f8d983,prod_f009ca00,8,904.43,16.17,1170.13,6065.31,467.12,2328.35
qi_144cd1da,quote_22182e12,prod_308881b9,2,1352.19,15.15,409.82,2294.56,763.26,768.04
qi_879b94aa,quote_22182e12,prod_039421d7,3,221.39,18.25,121.21,542.96,117.98,189.02
qi_1b53487a,quote_22182e12,prod_2a053ba0,1,118.08,18.16,21.44,96.64,92.98,3.66
qi_3c7f4c7c,quote_22182e12,prod_6bb9d589,1,257.04,10.87,27.93,229.11,173.89,55.22
qi_165155c9,quote_e83532cb,prod_4f0226fb,9,126.37,10.19,115.85,1021.48,80.07,300.85
qi_f7188ae8,quote_56b343f5,prod_587805bf,10,620.3,11.55,716.15,5486.85,395.64,1530.45
qi_8e7cb76a,quote_56b343f5,prod_761255b4,3,377.23,21.56,243.97,887.72,238.42,172.46
qi_2eac71c3,quote_56b343f5,prod_2a053ba0,1,118.08,11.71,13.83,104.25,92.98,11.27
qi_d1118ba9,quote_dea2d4d9,prod_3bcbd935,5,412.02,13.41,276.19,1783.91,239.32,587.31
qi_56875960,quote_ecd73996,prod_b572f27a,8,234.88,12.05,226.5,1652.54,172.85,269.74
qi_feb48a0e,quote_6f5d5c09,prod_7afc80e5,3,500.07,15.28,229.19,1271.02,298.76,374.74
qi_28ea8d70,quote_f03eda0d,prod_2af333ea,10,445.79,8.54,380.88,4077.02,329.4,783.02
qi_575de30e,quote_10ac180a,prod_67da2a8c,3,502.85,10.25,154.56,1353.99,390.19,183.42
qi_b9d3ecde,quote_717c58ea,prod_2a053ba0,5,118.08,12.06,71.2,519.2,92.98,54.3
qi_8de8dd3e,quote_5ff3cb2e,prod_8713c712,1,1310.68,5.16,67.66,1243.02,955.46,287.56
qi_734a272d,quote_b14fb616,prod_24ab3fd0,4,528.46,8.58,181.46,1932.38,335.31,591.14
qi_1be71875,quote_3af2491b,prod_3cf36411,6,100.55,13.27,80.04,523.26,76.96,61.5
qi_02975702,quote_ce536a4d,prod_53e1d316,8,258.72,7.85,162.56,1907.2,134.87,828.24
qi_024aa945,quote_0f315245,prod_8713c712,6,1310.68,12.04,946.74,6917.34,955.46,1184.58
qi_0cc77e5c,quote_f7b6eaf2,prod_54709729,5,876.27,10.14,444.12,3937.23,477.91,1547.68
qi_a42ce44d,quote_f7b6eaf2,prod_761255b4,3,377.23,8.05,91.05,1040.64,238.42,325.38
qi_27f69653,quote_63b1765b,prod_4f0226fb,9,126.37,14.09,160.25,977.08,80.07,256.45
qi_b9550197,quote_63b1765b,prod_c5ca2c8c,5,432.9,12.49,270.27,1894.23,232.13,733.58
qi_5ccc4013,quote_47e9f4ea,prod_b9a67276,7,132.34,8.92,82.68,843.7,72.74,334.52
qi_7e2faf48,quote_47e9f4ea,prod_aa9c466e,1,192.86,15.56,30.01,162.85,127.52,35.33
qi_c6b4b314,quote_47e9f4ea,prod_2a053ba0,1,118.08,13.01,15.37,102.71,92.98,9.73
qi_fe6a1dcc,quote_b41f74fd,prod_71507ccd,8,557.35,12.56,559.9,3898.9,361.29,1008.58
qi_2685f7d4,quote_b41f74fd,prod_2a053ba0,1,118.08,7.68,9.07,109.01,92.98,16.03
qi_d3fd1769,quote_de95be28,prod_3bcbd935,4,412.02,14.98,246.95,1401.13,239.32,443.85
qi_9dcf203d,quote_e50ca031,prod_f24c5a18,8,341.75,10.95,299.46,2434.54,205.73,788.7
qi_6b00379b,quote_c7a78ae6,prod_de12acd0,5,335.68,10.16,170.58,1507.82,228.3,366.32
qi_599dcb3d,quote_3dfa373d,prod_c5ca2c8c,8,432.9,11.13,385.52,3077.68,232.13,1220.64
qi_dd6f0f92,quote_4c48de45,prod_3cf36411,2,100.55,14.95,30.07,171.03,76.96,17.11
qi_30621102,quote_6231e6e2,prod_1a600b85,4,467.29,7.81,145.94,1723.22,370.35,241.82
qi_6a6985df,quote_a9de3004,prod_704502ed,3,563.8,9.16,154.94,1536.46,439.3,218.56
qi_f3756248,quote_a9de3004,prod_1a600b85,2,467.29,14.33,133.94,800.64,370.35,59.94
qi_aabab6bc,quote_a9de3004,prod_2a053ba0,1,118.08,15.32,18.09,99.99,92.98,7.01
qi_68d53d32,quote_66398fbb,prod_e1bddf73,8,561.12,9.94,446.28,4042.68,422.73,660.84
qi_f4f208e0,quote_66398fbb,prod_039421d7,1,221.39,7.2,15.95,205.44,117.98,87.46
qi_fecb24be,quote_66398fbb,prod_2a053ba0,1,118.08,6.12,7.22,110.86,92.98,17.88
qi_86fd41a3,quote_6fffde49,prod_64c08afc,3,239.23,9.68,69.51,648.18,131.55,253.53
qi_5d2654b9,quote_a676ed84,prod_308881b9,3,1352.19,14.63,593.44,3463.13,763.26,1173.35
qi_4b42d27a,quote_354f642f,prod_4e0ad55a,5,394.43,13.97,275.51,1696.64,300.07,196.29
qi_ccbb75e0,quote_354f642f,prod_1a600b85,3,467.29,14.32,200.8,1201.07,370.35,90.02
qi_9dc4e87c,quote_f96817df,prod_761255b4,8,377.23,5.69,171.79,2846.05,238.42,938.69
qi_5f929a29,quote_6b77b66a,prod_3cf36411,6,100.55,7.06,42.57,560.73,76.96,98.97
qi_6b06a2e1,quote_ace6fcac,prod_b9a67276,8,132.34,11.39,120.55,938.17,72.74,356.25
qi_a6c14518,quote_f08db9a6,prod_fe300255,4,544.27,13.21,287.58,1889.5,378.97,373.62
qi_587d54ab,quote_f08db9a6,prod_aa9c466e,4,192.86,11.84,91.37,680.07,127.52,169.99
qi_b8ed6111,quote_f08db9a6,prod_2a053ba0,1,118.08,13.34,15.75,102.33,92.98,9.35
qi_54ed4dc4,quote_404bcd1a,prod_ff879477,3,508.47,11.99,182.84,1342.57,374.73,218.38
qi_0d384bf0,quote_d890ccf9,prod_71507ccd,8,557.35,19.4,864.97,3593.83,361.29,703.51
qi_31cf2307,quote_d890ccf9,prod_1a600b85,4,467.29,7.14,133.53,1735.63,370.35,254.23
qi_f2463495,quote_4d9abd5c,prod_b572f27a,2,234.88,11.32,53.17,416.59,172.85,70.89
qi_0f070dcb,quote_bceb9095,prod_81feaa25,4,674.35,9.67,260.96,2436.44,337.49,1086.48
qi_b594bebe,quote_fdb339c2,prod_770c0c43,7,304.47,11.54,245.97,1885.32,153.4,811.52
qi_67818b14,quote_e30c78aa,prod_761255b4,7,377.23,10.62,280.51,2360.1,238.42,691.16
qi_29186e50,quote_4bf36ea3,prod_7afc80e5,1,500.07,8.13,40.67,459.4,298.76,160.64
qi_61265a67,quote_2bc0c861,prod_039421d7,6,221.39,8.93,118.67,1209.67,117.98,501.79
qi_0c42f783,quote_496711e7,prod_bcde7343,9,103.88,11.09,103.65,831.27,76.74,140.61
qi_cd071f7f,quote_85a00228,prod_4e0ad55a,2,394.43,11.74,92.64,696.22,300.07,96.08
qi_edfe1a3d,quote_13ba3d24,prod_8713c712,4,1310.68,11.66,611.05,4631.67,955.46,809.83
qi_03b56bd7,quote_0ed6d6de,prod_f009ca00,3,904.43,7.87,213.53,2499.76,467.12,1098.4
qi_7c51d603,quote_02e953ef,prod_3cf36411,3,100.55,4.64,13.99,287.66,76.96,56.78
qi_10ba294e,quote_86ffd571,prod_aa9c466e,1,192.86,9.34,18.01,174.85,127.52,47.33
qi_074cbeb5,quote_173a2f66,prod_770c0c43,5,304.47,14.66,223.15,1299.2,153.4,532.2
qi_fe9bf43d,quote_b189062d,prod_cb6fc0eb,1,623.98,8.68,54.17,569.81,498.78,71.03
qi_3ec00ddf,quote_29673478,prod_de12acd0,10,335.68,10.04,336.9,3019.9,228.3,736.9
qi_eb87ec79,quote_c96f450d,prod_039421d7,10,221.39,37.16,822.75,1391.15,117.98,211.35
qi_9934dac6,quote_612dc32a,prod_de12acd0,2,335.68,17.79,119.45,551.91,228.3,95.31
qi_50d6458d,quote_b2778851,prod_e1bddf73,6,561.12,13.97,470.41,2896.31,422.73,359.93
qi_6f3f7a55,quote_b2778851,prod_039421d7,4,221.39,12.61,111.67,773.89,117.98,301.97
qi_e3f01c9c,quote_e07cc0e7,prod_cb6fc0eb,5,623.98,15.74,490.98,2628.92,498.78,135.02
qi_a1e79133,quote_b122458b,prod_035d78fc,6,708.07,13.2,560.61,3687.81,390.29,1346.07
qi_df1da02d,quote_b122458b,prod_2a053ba0,1,118.08,6.98,8.24,109.84,92.98,16.86
qi_36198902,quote_b122458b,prod_6bb9d589,1,257.04,6.36,16.34,240.7,173.89,66.81
qi_23d7cc7c,quote_e0e79109,prod_be2be7f1,2,126.81,15.31,38.83,214.79,96.34,22.11
qi_37726078,quote_d3187e85,prod_2af333ea,5,445.79,12.0,267.5,1961.45,329.4,314.45
qi_d18d6941,quote_17f157c7,prod_5d2d5599,7,99.34,7.9,54.95,640.43,56.01,248.36
qi_a7c837cf,quote_17f157c7,prod_2a053ba0,1,118.08,9.97,11.78,106.3,92.98,13.32
qi_9070f800,quote_588df152,prod_e1bddf73,6,561.12,15.93,536.16,2830.56,422.73,294.18
qi_256839e6,quote_588df152,prod_761255b4,5,377.23,12.56,236.88,1649.27,238.42,457.17
qi_b56f5dbe,quote_96f5b9b1,prod_b572f27a,7,234.88,11.84,194.69,1449.47,172.85,239.52
qi_a1ff66da,quote_c1d1a952,prod_de12acd0,7,335.68,17.07,401.19,1948.57,228.3,350.47
qi_b5fd705f,quote_0580332a,prod_704502ed,7,563.8,8.7,343.36,3603.24,439.3,528.14
qi_388f7280,quote_0580332a,prod_2a053ba0,1,118.08,10.61,12.53,105.55,92.98,12.57
qi_24411c38,quote_0580332a,prod_53e1d316,1,258.72,11.68,30.21,228.51,134.87,93.64
qi_bcc0ca48,quote_8ca7eae0,prod_cb6fc0eb,2,623.98,12.62,157.46,1090.5,498.78,92.94
qi_f3900231,quote_05951df2,prod_3cf36411,2,100.55,13.46,27.07,174.03,76.96,20.11
qi_d5784c0a,quote_ef3d2c6d,prod_64c08afc,9,239.23,11.57,249.06,1904.01,131.55,720.06
qi_32f1d947,quote_d773024c,prod_be2be7f1,1,126.81,8.01,10.15,116.66,96.34,20.32
qi_315d2c77,quote_d773024c,prod_2a053ba0,1,118.08,14.08,16.63,101.45,92.98,8.47
qi_b6c90146,quote_1dce41ac,prod_770c0c43,6,304.47,13.93,254.53,1572.29,153.4,651.89
qi_79b10dd2,quote_e63dea1a,prod_be2be7f1,7,126.81,14.43,128.06,759.61,96.34,85.23
qi_0652c753,quote_e63dea1a,prod_5aea0ff9,4,535.04,9.09,194.61,1945.55,354.15,528.95
qi_6a57cf69,quote_e63dea1a,prod_2a053ba0,1,118.08,9.99,11.79,106.29,92.98,13.31
qi_fc2807ed,quote_9cd7676e,prod_770c0c43,1,304.47,10.97,33.39,271.08,153.4,117.68
qi_d1baf6b8,quote_5478d714,prod_f009ca00,3,904.43,12.52,339.66,2373.63,467.12,972.27
qi_593dd6cd,quote_b2686d27,prod_4f0226fb,9,126.37,12.67,144.14,993.19,80.07,272.56
qi_41539b80,quote_b2686d27,prod_2a053ba0,1,118.08,14.21,16.77,101.31,92.98,8.33
qi_eb68bae8,quote_e8e9da96,prod_09b423f4,3,194.09,8.97,52.23,530.04,140.65,108.09
qi_fc6f1cc1,quote_768005bf,prod_c5ca2c8c,5,432.9,11.37,246.17,1918.33,232.13,757.68
qi_89f8e84b,quote_d1cf3885,prod_53e1d316,7,258.72,10.21,184.89,1626.15,134.87,682.06
qi_1a947eea,quote_6f6135f7,prod_aa9c466e,2,192.86,15.95,61.52,324.2,127.52,69.16
qi_7933273d,quote_2d6e85b1,prod_86baf995,10,53.08,16.42,87.16,443.64,37.74,66.24
qi_88547166,quote_b257e27d,prod_53e1d316,2,258.72,13.16,68.11,449.33,134.87,179.59
qi_22931841,quote_dce09b8c,prod_de12acd0,4,335.68,8.7,116.87,1225.85,228.3,312.65
qi_73b1ca4a,quote_90c161c5,prod_aa9c466e,6,192.86,18.58,215.0,942.16,127.52,177.04
qi_85c634c3,quote_2206ada1,prod_951860a3,3,342.18,9.67,99.24,927.3,221.24,263.58
qi_4ae02df3,quote_7c921524,prod_ad64d881,3,2529.7,12.93,981.19,6607.91,1372.17,2491.4
qi_2aa101e5,quote_deaee1c8,prod_bcde7343,9,103.88,9.53,89.07,845.85,76.74,155.19
qi_e8a0b8ec,quote_9bcb954a,prod_bcde7343,8,103.88,5.93,49.32,781.72,76.74,167.8
qi_4d5eb73e,quote_1f9fbd16,prod_704502ed,3,563.8,4.26,72.09,1619.31,439.3,301.41
qi_842bfa03,quote_4f37bd1b,prod_cb6fc0eb,9,623.98,11.09,622.65,4993.17,498.78,504.15
qi_07c1c82a,quote_8655bcc7,prod_ad64d881,2,2529.7,12.23,618.56,4440.84,1372.17,1696.5
qi_6924f92d,quote_8655bcc7,prod_c5ca2c8c,7,432.9,14.43,437.27,2593.03,232.13,968.12
qi_b19ff851,quote_3a91eb30,prod_67da2a8c,2,502.85,16.54,166.33,839.37,390.19,58.99
qi_77610808,quote_b50e9c19,prod_7a535b91,1,941.21,8.59,80.87,860.34,552.83,307.51
qi_157dfc37,quote_1a1fcfdf,prod_704502ed,2,563.8,4.86,54.81,1072.79,439.3,194.19
qi_8ef933b9,quote_1a1fcfdf,prod_1a600b85,1,467.29,14.06,65.71,401.58,370.35,31.23
qi_266cdc58,quote_1a1fcfdf,prod_2a053ba0,1,118.08,9.66,11.4,106.68,92.98,13.7
qi_146cfeae,quote_1a1fcfdf,prod_6bb9d589,1,257.04,13.71,35.25,221.79,173.89,47.9
qi_857ab408,quote_293e1e60,prod_582de9a4,6,584.53,12.67,444.5,3062.68,295.15,1291.78
qi_1e6dee4d,quote_516281e0,prod_4e0ad55a,5,394.43,9.83,193.93,1778.22,300.07,277.87
qi_a18d9f5e,quote_516281e0,prod_2a053ba0,1,118.08,10.02,11.83,106.25,92.98,13.27
qi_ef189a81,quote_afb98fbd,prod_f009ca00,4,904.43,10.14,366.87,3250.85,467.12,1382.37
qi_7217d2ff,quote_4d898c29,prod_64c08afc,1,239.23,13.65,32.65,206.58,131.55,75.03
qi_5967bf64,quote_89823a53,prod_4f0226fb,8,126.37,16.87,170.53,840.43,80.07,199.87
qi_fa18ae0b,quote_89823a53,prod_2a053ba0,1,118.08,10.89,12.86,105.22,92.98,12.24
qi_9606dfba,quote_36f1b933,prod_c5ca2c8c,7,432.9,11.61,351.71,2678.59,232.13,1053.68
qi_53227777,quote_75daac82,prod_308881b9,3,1352.19,10.52,426.6,3629.97,763.26,1340.19
qi_c47a03f8,quote_75daac82,prod_971152aa,4,452.14,12.09,218.63,1589.93,304.85,370.53
qi_02f17fd8,quote_75daac82,prod_2a053ba0,1,118.08,13.73,16.21,101.87,92.98,8.89
qi_c7ee97e0,quote_683f4811,prod_c5ca2c8c,3,432.9,16.14,209.64,1089.06,232.13,392.67
qi_36210617,quote_f93c4d44,prod_035d78fc,9,708.07,10.51,669.76,5702.87,390.29,2190.26
qi_382df706,quote_f93c4d44,prod_2a053ba0,1,118.08,13.46,15.89,102.19,92.98,9.21
qi_dda1223d,quote_f93c4d44,prod_770c0c43,1,304.47,13.08,39.82,264.65,153.4,111.25
qi_5f6fe4b8,quote_6d264b12,prod_b572f27a,1,234.88,13.5,31.7,203.18,172.85,30.33
qi_4539d74e,quote_c5eb094a,prod_09b423f4,3,194.09,17.47,101.71,480.56,140.65,58.61
qi_6d27df4c,quote_2ac4aa4d,prod_53e1d316,7,258.72,12.63,228.8,1582.24,134.87,638.15
qi_5f25d113,quote_00d19ebf,prod_b3825ee4,6,2407.95,4.81,694.56,13753.14,1308.02,5905.02
qi_797cc33c,quote_00d19ebf,prod_aa9c466e,8,192.86,14.33,221.14,1321.74,127.52,301.58
qi_da9935f1,quote_59ee158b,prod_ff879477,1,508.47,9.19,46.74,461.73,374.73,87.0
qi_b55c4d06,quote_b03ff167,prod_fe300255,6,544.27,12.15,396.86,2868.76,378.97,594.94
qi_1d49b9ff,quote_b03ff167,prod_2a053ba0,1,118.08,8.54,10.08,108.0,92.98,15.02
qi_670616e3,quote_29e1a3b9,prod_971152aa,1,452.14,17.0,76.88,375.26,304.85,70.41
qi_0020aed9,quote_465440e5,prod_3cf36411,3,100.55,9.96,30.03,271.62,76.96,40.74
qi_36bdd6db,quote_f326df82,prod_5aea0ff9,6,535.04,12.39,397.72,2812.52,354.15,687.62
qi_5cd9f337,quote_558e24cc,prod_de12acd0,5,335.68,9.98,167.53,1510.87,228.3,369.37
qi_999fbe9b,quote_c4d53423,prod_fe300255,2,544.27,11.21,122.02,966.52,378.97,208.58
qi_d5fa9e80,quote_c4d53423,prod_971152aa,2,452.14,6.09,55.04,849.24,304.85,239.54
qi_f869f7aa,quote_b7db2742,prod_2af333ea,3,445.79,12.01,160.6,1176.77,329.4,188.57
qi_c8816e56,quote_3b9351cb,prod_c5ca2c8c,5,432.9,11.1,240.26,1924.24,232.13,763.59
qi_ad0bd60d,quote_44b81f39,prod_039421d7,4,221.39,7.18,63.59,821.97,117.98,350.05
qi_4d70ff0d,quote_60a55cb2,prod_81feaa25,10,674.35,9.81,661.67,6081.83,337.49,2706.93
qi_ce8a4ad0,quote_60a55cb2,prod_b572f27a,1,234.88,12.87,30.22,204.66,172.85,31.81
qi_24a36221,quote_60a55cb2,prod_2a053ba0,1,118.08,7.04,8.32,109.76,92.98,16.78
qi_ffb81f8a,quote_1504cf42,prod_bfb5489d,8,159.47,11.51,146.87,1128.89,108.64,259.77
qi_f93dd38c,quote_810c3db8,prod_ff879477,8,508.47,11.41,464.1,3603.66,374.73,605.82
qi_8ee69ae8,quote_cb65a4cf,prod_7afc80e5,3,500.07,7.62,114.34,1385.87,298.76,489.59
